InspectionID,DeliveryID,InspectorID,InspectionDate,InspectedQuantity,PassedQuantity,FailedQuantity,InspectionScore,InspectionResult
INS025132,DEL025132,EMP0186,2026-05-08,4252,4252,0,97.54,Pass
INS025133,DEL025133,EMP0006,2025-10-30,1519,1517,2,84.05,Minor Issue
INS025134,DEL025134,EMP0092,2024-10-23,1337,1317,20,87.31,Minor Issue
INS025135,DEL025135,EMP0160,2025-01-14,2668,2658,10,83.77,Minor Issue
INS025136,DEL025136,EMP0162,2025-07-12,1417,1415,2,89.9,Minor Issue
INS025137,DEL025137,EMP0044,2025-06-26,1805,1805,0,99.32,Pass
INS025138,DEL025138,EMP0109,2024-08-19,1601,1600,1,83.3,Minor Issue
INS025139,DEL025139,EMP0156,2025-12-01,492,472,20,54.53,Fail
INS025140,DEL025140,EMP0165,2026-02-02,1034,1034,0,97.97,Pass
INS025141,DEL025141,EMP0112,2025-04-02,1784,1784,0,96.51,Pass
INS025142,DEL025142,EMP0136,2025-01-03,2465,2465,0,96.82,Pass
INS025143,DEL025143,EMP0017,2026-04-18,1014,1014,0,99.22,Pass
INS025144,DEL025144,EMP0162,2024-12-16,2594,2594,0,99.07,Pass
INS025145,DEL025145,EMP0054,2026-03-18,477,477,0,97.78,Pass
INS025146,DEL025146,EMP0116,2024-11-28,3202,3202,0,97.44,Pass
INS025147,DEL025147,EMP0184,2025-03-26,3100,3100,0,96.27,Pass
INS025148,DEL025148,EMP0193,2024-07-20,2331,2330,1,80.94,Minor Issue
INS025149,DEL025149,EMP0143,2026-04-27,1151,1151,0,98.85,Pass
INS025150,DEL025150,EMP0194,2026-01-15,277,277,0,96.22,Pass
INS025151,DEL025151,EMP0096,2025-12-27,4737,4737,0,96.05,Pass
INS025152,DEL025152,EMP0134,2025-03-13,465,465,0,99.48,Pass
INS025153,DEL025153,EMP0076,2024-12-07,504,504,0,96.02,Pass
INS025154,DEL025154,EMP0040,2026-02-14,2549,2549,0,99.64,Pass
INS025155,DEL025155,EMP0077,2024-08-07,807,806,1,91.84,Minor Issue
INS025156,DEL025156,EMP0163,2024-11-20,1219,1219,0,97.13,Pass
INS025157,DEL025157,EMP0092,2024-08-15,670,670,0,99.02,Pass
INS025158,DEL025158,EMP0077,2024-12-30,1615,1614,1,90.52,Minor Issue
INS025159,DEL025159,EMP0022,2026-03-28,2038,2038,0,99.69,Pass
INS025160,DEL025160,EMP0146,2025-08-13,903,903,0,99.72,Pass
INS025161,DEL025161,EMP0055,2026-03-12,1551,1551,0,97.75,Pass
INS025162,DEL025162,EMP0112,2026-06-30,212,212,0,98.84,Pass
INS025163,DEL025163,EMP0188,2025-11-29,2928,2928,0,99.32,Pass
INS025164,DEL025164,EMP0111,2025-10-20,3689,3689,0,97.63,Pass
INS025165,DEL025165,EMP0076,2025-03-10,2854,2854,0,95.16,Pass
INS025166,DEL025166,EMP0193,2025-12-25,46,46,0,98.37,Pass
INS025167,DEL025167,EMP0040,2026-07-14,2908,2908,0,98.73,Pass
INS025168,DEL025168,EMP0146,2025-04-09,793,793,0,96.08,Pass
INS025169,DEL025169,EMP0117,2026-03-05,323,323,0,97.55,Pass
INS025170,DEL025170,EMP0016,2025-06-12,713,713,0,98.23,Pass
INS025171,DEL025171,EMP0142,2025-05-31,3605,3605,0,99.76,Pass
INS025172,DEL025172,EMP0009,2025-07-08,1946,1946,0,95.97,Pass
INS025173,DEL025173,EMP0123,2024-12-08,2049,2049,0,98.76,Pass
INS025174,DEL025174,EMP0117,2025-10-06,3092,3092,0,95.73,Pass
INS025175,DEL025175,EMP0044,2026-03-22,319,319,0,95.73,Pass
INS025176,DEL025176,EMP0198,2025-11-04,759,759,0,98.63,Pass
INS025177,DEL025177,EMP0003,2025-03-15,3114,3114,0,99.7,Pass
INS025178,DEL025178,EMP0080,2025-02-28,3791,3791,0,95.18,Pass
INS025179,DEL025179,EMP0144,2025-08-26,1813,1813,0,99.87,Pass
INS025180,DEL025180,EMP0160,2025-07-12,2364,2364,0,95.99,Pass
INS025181,DEL025181,EMP0170,2026-02-04,2089,2088,1,86.21,Minor Issue
INS025182,DEL025182,EMP0188,2026-04-01,979,978,1,86.7,Minor Issue
INS025183,DEL025183,EMP0187,2025-05-07,829,829,0,98.47,Pass
INS025184,DEL025184,EMP0112,2026-07-16,744,741,3,85.89,Minor Issue
INS025185,DEL025185,EMP0112,2025-04-27,3644,3644,0,95.35,Pass
INS025186,DEL025186,EMP0109,2025-02-06,4087,4087,0,99.74,Pass
INS025187,DEL025187,EMP0055,2025-12-19,752,752,0,95.51,Pass
INS025188,DEL025188,EMP0061,2025-05-22,851,851,0,96.61,Pass
INS025189,DEL025189,EMP0184,2026-01-05,1373,1373,0,95.53,Pass
INS025190,DEL025190,EMP0116,2025-11-29,506,505,1,89.5,Minor Issue
INS025191,DEL025191,EMP0160,2024-12-20,413,413,0,99.06,Pass
INS025192,DEL025192,EMP0043,2025-06-07,4468,4468,0,98.48,Pass
INS025193,DEL025193,EMP0076,2026-05-09,914,914,0,95.34,Pass
INS025194,DEL025194,EMP0014,2025-08-05,1810,1810,0,96.63,Pass
INS025195,DEL025195,EMP0009,2024-10-01,2355,2355,0,98.77,Pass
INS025196,DEL025196,EMP0134,2024-07-20,754,754,0,98.81,Pass
INS025197,DEL025197,EMP0066,2026-05-22,4673,4673,0,97.08,Pass
INS025198,DEL025198,EMP0146,2025-07-08,1769,1764,5,86.77,Minor Issue
INS025199,DEL025199,EMP0107,2024-08-16,3596,3596,0,96.48,Pass
INS025200,DEL025200,EMP0163,2026-05-29,1249,1249,0,96.54,Pass
INS025201,DEL025201,EMP0045,2025-06-01,474,474,0,97.17,Pass
INS025202,DEL025202,EMP0184,2024-09-07,1840,1840,0,98.13,Pass
INS025203,DEL025203,EMP0044,2025-05-14,3284,3284,0,96.02,Pass
INS025204,DEL025204,EMP0143,2025-11-23,670,670,0,98.4,Pass
INS025205,DEL025205,EMP0111,2025-08-04,3093,3088,5,83.72,Minor Issue
INS025206,DEL025206,EMP0027,2024-07-19,3425,3425,0,96.84,Pass
INS025207,DEL025207,EMP0144,2025-10-19,4476,4476,0,95.17,Pass
INS025208,DEL025208,EMP0041,2026-03-03,32,32,0,97.08,Pass
INS025209,DEL025209,EMP0112,2025-03-18,2812,2802,10,92.41,Minor Issue
INS025210,DEL025210,EMP0051,2025-01-12,2606,2606,0,96.92,Pass
INS025211,DEL025211,EMP0146,2025-10-23,1677,1677,0,98.75,Pass
INS025212,DEL025212,EMP0011,2024-09-20,1257,1257,0,99.73,Pass
INS025213,DEL025213,EMP0156,2026-06-16,1563,1563,0,99.12,Pass
INS025214,DEL025214,EMP0057,2025-06-01,3652,3651,1,88.84,Minor Issue
INS025215,DEL025215,EMP0162,2026-05-10,2105,2105,0,95.19,Pass
INS025216,DEL025216,EMP0146,2025-06-08,3330,3330,0,95.03,Pass
INS025217,DEL025217,EMP0055,2025-06-26,1245,1245,0,99.52,Pass
INS025218,DEL025218,EMP0003,2024-11-11,1739,1737,2,86.29,Minor Issue
INS025219,DEL025219,EMP0109,2026-05-15,251,251,0,95.42,Pass
INS025220,DEL025220,EMP0042,2025-02-06,87,87,0,97.18,Pass
INS025221,DEL025221,EMP0055,2024-10-23,666,665,1,86.89,Minor Issue
INS025222,DEL025222,EMP0170,2026-05-15,1984,1984,0,99.21,Pass
INS025223,DEL025223,EMP0144,2025-07-21,2984,2982,2,84.14,Minor Issue
INS025224,DEL025224,EMP0115,2026-05-20,1203,1203,0,97.78,Pass
INS025225,DEL025225,EMP0144,2026-03-30,896,896,0,97.7,Pass
INS025226,DEL025226,EMP0186,2024-12-14,1234,1234,0,97.83,Pass
INS025227,DEL025227,EMP0144,2025-07-19,17,17,0,96.64,Pass
INS025228,DEL025228,EMP0092,2024-12-17,2387,2387,0,99.22,Pass
INS025229,DEL025229,EMP0198,2024-09-20,3588,3588,0,95.3,Pass
INS025230,DEL025230,EMP0011,2025-11-12,4047,4047,0,95.84,Pass
INS025231,DEL025231,EMP0162,2026-05-06,2103,2103,0,97.55,Pass
INS025232,DEL025232,EMP0057,2025-01-03,557,557,0,97.07,Pass
INS025233,DEL025233,EMP0190,2026-05-16,4296,4296,0,95.4,Pass
INS025234,DEL025234,EMP0136,2026-07-11,2174,2174,0,99.2,Pass
INS025235,DEL025235,EMP0195,2026-02-16,4029,4028,1,91.03,Minor Issue
INS025236,DEL025236,EMP0117,2026-07-05,1023,1023,0,98.45,Pass
INS025237,DEL025237,EMP0028,2026-06-27,3133,3133,0,98.87,Pass
INS025238,DEL025238,EMP0021,2024-11-01,531,526,5,84.24,Minor Issue
INS025239,DEL025239,EMP0092,2024-09-13,2185,2185,0,96.75,Pass
INS025240,DEL025240,EMP0009,2024-09-08,1891,1891,0,96.43,Pass
INS025241,DEL025241,EMP0028,2026-03-24,2303,2303,0,96.55,Pass
INS025242,DEL025242,EMP0007,2026-04-23,2420,2420,0,95.17,Pass
INS025243,DEL025243,EMP0143,2025-02-13,1287,1287,0,97.87,Pass
INS025244,DEL025244,EMP0090,2024-11-06,1244,1244,0,95.0,Pass
INS025245,DEL025245,EMP0163,2025-08-23,228,228,0,96.77,Pass
INS025246,DEL025246,EMP0198,2024-08-12,2515,2515,0,96.75,Pass
INS025247,DEL025247,EMP0028,2026-04-16,596,596,0,98.53,Pass
INS025248,DEL025248,EMP0163,2025-07-31,50,50,0,96.87,Pass
INS025249,DEL025249,EMP0017,2024-12-10,969,969,0,97.08,Pass
INS025250,DEL025250,EMP0154,2025-05-01,1161,1161,0,99.82,Pass
INS025251,DEL025251,EMP0089,2024-07-13,2238,2237,1,92.02,Minor Issue
INS025252,DEL025252,EMP0160,2024-08-02,1494,1494,0,99.31,Pass
INS025253,DEL025253,EMP0027,2024-11-09,45,45,0,95.8,Pass
INS025254,DEL025254,EMP0136,2024-11-27,3408,3408,0,99.82,Pass
INS025255,DEL025255,EMP0040,2025-03-08,2859,2859,0,99.19,Pass
INS025256,DEL025256,EMP0129,2025-07-01,2571,2571,0,99.97,Pass
INS025257,DEL025257,EMP0111,2026-04-08,1699,1699,0,98.26,Pass
INS025258,DEL025258,EMP0009,2026-05-31,1353,1352,1,86.73,Minor Issue
INS025259,DEL025259,EMP0144,2025-04-05,1886,1886,0,96.09,Pass
INS025260,DEL025260,EMP0186,2025-07-20,876,874,2,85.22,Minor Issue
INS025261,DEL025261,EMP0016,2025-10-24,3064,3064,0,99.68,Pass
INS025262,DEL025262,EMP0195,2025-05-14,3210,3210,0,98.6,Pass
INS025263,DEL025263,EMP0184,2026-06-27,557,557,0,95.32,Pass
INS025264,DEL025264,EMP0143,2024-09-03,1322,1322,0,99.58,Pass
INS025265,DEL025265,EMP0156,2025-07-18,1230,1230,0,96.08,Pass
INS025266,DEL025266,EMP0183,2025-05-17,2616,2616,0,95.94,Pass
INS025267,DEL025267,EMP0016,2025-04-08,73,73,0,99.57,Pass
INS025268,DEL025268,EMP0003,2025-10-09,1500,1495,5,87.39,Minor Issue
INS025269,DEL025269,EMP0134,2025-03-24,1747,1747,0,96.95,Pass
INS025270,DEL025270,EMP0017,2024-09-10,679,679,0,99.6,Pass
INS025271,DEL025271,EMP0165,2026-03-16,253,252,1,86.93,Minor Issue
INS025272,DEL025272,EMP0096,2025-03-17,359,354,5,86.26,Minor Issue
INS025273,DEL025273,EMP0188,2024-12-01,598,598,0,99.96,Pass
INS025274,DEL025274,EMP0198,2026-07-12,1916,1906,10,85.08,Minor Issue
INS025275,DEL025275,EMP0180,2025-06-21,226,226,0,99.49,Pass
INS025276,DEL025276,EMP0003,2025-08-12,362,362,0,95.77,Pass
INS025277,DEL025277,EMP0194,2024-10-05,2233,2233,0,95.96,Pass
INS025278,DEL025278,EMP0142,2024-07-09,708,708,0,97.64,Pass
INS025279,DEL025279,EMP0117,2026-04-18,997,992,5,89.12,Minor Issue
INS025280,DEL025280,EMP0014,2024-08-30,890,890,0,95.93,Pass
INS025281,DEL025281,EMP0134,2026-03-17,1908,1908,0,97.68,Pass
INS025282,DEL025282,EMP0090,2025-01-01,3044,3044,0,97.37,Pass
INS025283,DEL025283,EMP0143,2024-10-25,804,804,0,99.06,Pass
INS025284,DEL025284,EMP0011,2024-12-18,1401,1401,0,99.02,Pass
INS025285,DEL025285,EMP0001,2026-01-27,3085,3085,0,99.42,Pass
INS025286,DEL025286,EMP0163,2025-03-02,93,93,0,95.26,Pass
INS025287,DEL025287,EMP0156,2025-12-28,1011,1010,1,91.88,Minor Issue
INS025288,DEL025288,EMP0028,2025-03-23,967,965,2,87.26,Minor Issue
INS025289,DEL025289,EMP0110,2025-03-20,1688,1688,0,95.79,Pass
INS025290,DEL025290,EMP0016,2025-11-07,2425,2415,10,91.44,Minor Issue
INS025291,DEL025291,EMP0010,2025-12-19,1723,1723,0,98.75,Pass
INS025292,DEL025292,EMP0142,2026-01-16,1980,1980,0,95.36,Pass
INS025293,DEL025293,EMP0096,2024-10-07,462,462,0,97.19,Pass
INS025294,DEL025294,EMP0172,2026-02-07,475,474,1,92.33,Minor Issue
INS025295,DEL025295,EMP0096,2026-04-15,882,882,0,99.22,Pass
INS025296,DEL025296,EMP0136,2026-05-02,408,408,0,98.73,Pass
INS025297,DEL025297,EMP0110,2025-10-05,1920,1920,0,98.69,Pass
INS025298,DEL025298,EMP0066,2025-10-16,3275,3275,0,98.2,Pass
INS025299,DEL025299,EMP0111,2025-01-10,411,411,0,98.01,Pass
INS025300,DEL025300,EMP0014,2025-03-13,1096,1096,0,98.91,Pass
INS025301,DEL025301,EMP0129,2025-04-24,1667,1657,10,82.2,Minor Issue
INS025302,DEL025302,EMP0146,2025-11-23,1536,1536,0,95.38,Pass
INS025303,DEL025303,EMP0089,2026-01-08,187,187,0,99.03,Pass
INS025304,DEL025304,EMP0096,2026-04-11,3013,3013,0,95.13,Pass
INS025305,DEL025305,EMP0115,2025-08-29,1290,1290,0,97.67,Pass
INS025306,DEL025306,EMP0061,2024-07-14,3125,3125,0,98.05,Pass
INS025307,DEL025307,EMP0090,2025-09-10,1616,1616,0,97.95,Pass
INS025308,DEL025308,EMP0198,2025-06-06,1041,1041,0,96.92,Pass
INS025309,DEL025309,EMP0190,2025-07-15,1403,1403,0,97.87,Pass
INS025310,DEL025310,EMP0051,2026-03-14,1139,1137,2,88.72,Minor Issue
INS025311,DEL025311,EMP0184,2024-11-27,1214,1214,0,98.65,Pass
INS025312,DEL025312,EMP0198,2025-01-27,1407,1407,0,96.55,Pass
INS025313,DEL025313,EMP0198,2024-10-18,889,887,2,88.39,Minor Issue
INS025314,DEL025314,EMP0174,2025-06-23,2644,2644,0,99.07,Pass
INS025315,DEL025315,EMP0001,2026-02-07,129,129,0,95.45,Pass
INS025316,DEL025316,EMP0146,2026-06-28,502,502,0,98.35,Pass
INS025317,DEL025317,EMP0090,2026-01-24,2520,2519,1,80.94,Minor Issue
INS025318,DEL025318,EMP0028,2025-03-01,811,810,1,92.68,Minor Issue
INS025319,DEL025319,EMP0163,2025-03-20,213,213,0,97.4,Pass
INS025320,DEL025320,EMP0195,2024-09-08,3546,3545,1,88.81,Minor Issue
INS025321,DEL025321,EMP0156,2025-11-22,1426,1424,2,81.36,Minor Issue
INS025322,DEL025322,EMP0163,2026-05-17,1916,1916,0,99.35,Pass
INS025323,DEL025323,EMP0042,2024-08-13,2217,2212,5,87.74,Minor Issue
INS025324,DEL025324,EMP0142,2026-04-16,2048,2048,0,97.57,Pass
INS025325,DEL025325,EMP0090,2025-03-15,4386,4385,1,91.35,Minor Issue
INS025326,DEL025326,EMP0079,2025-09-06,1014,1014,0,96.42,Pass
INS025327,DEL025327,EMP0116,2025-08-02,1739,1739,0,96.12,Pass
INS025328,DEL025328,EMP0085,2025-08-09,2502,2500,2,85.06,Minor Issue
INS025329,DEL025329,EMP0183,2026-03-29,1714,1712,2,91.27,Minor Issue
INS025330,DEL025330,EMP0186,2025-02-04,1621,1619,2,85.6,Minor Issue
INS025331,DEL025331,EMP0111,2024-12-15,2148,2148,0,95.13,Pass
INS025332,DEL025332,EMP0195,2026-01-19,1757,1757,0,96.96,Pass
INS025333,DEL025333,EMP0180,2024-08-05,1620,1620,0,99.15,Pass
INS025334,DEL025334,EMP0197,2025-02-16,1134,1134,0,98.39,Pass
INS025335,DEL025335,EMP0079,2025-04-08,1159,1159,0,98.99,Pass
INS025336,DEL025336,EMP0187,2024-07-29,1411,1411,0,98.53,Pass
INS025337,DEL025337,EMP0061,2024-10-05,1121,1121,0,99.93,Pass
INS025338,DEL025338,EMP0014,2025-06-04,1827,1827,0,97.65,Pass
INS025339,DEL025339,EMP0154,2025-04-07,3334,3334,0,95.7,Pass
INS025340,DEL025340,EMP0027,2024-12-13,256,256,0,95.65,Pass
INS025341,DEL025341,EMP0188,2026-04-27,2580,2580,0,98.83,Pass
INS025342,DEL025342,EMP0116,2026-06-13,531,531,0,98.09,Pass
INS025343,DEL025343,EMP0188,2024-09-04,2284,2284,0,97.53,Pass
INS025344,DEL025344,EMP0144,2026-01-21,446,446,0,97.61,Pass
INS025345,DEL025345,EMP0111,2024-12-24,1074,1074,0,95.51,Pass
INS025346,DEL025346,EMP0010,2026-06-13,1615,1614,1,83.48,Minor Issue
INS025347,DEL025347,EMP0198,2026-04-23,1290,1290,0,96.16,Pass
INS025348,DEL025348,EMP0162,2025-08-26,1298,1298,0,95.72,Pass
INS025349,DEL025349,EMP0162,2024-10-23,2249,2247,2,88.33,Minor Issue
INS025350,DEL025350,EMP0115,2026-06-23,353,353,0,96.31,Pass
INS025351,DEL025351,EMP0021,2024-09-18,44,44,0,96.69,Pass
INS025352,DEL025352,EMP0183,2025-09-16,592,592,0,95.54,Pass
INS025353,DEL025353,EMP0195,2026-04-15,1271,1271,0,97.76,Pass
INS025354,DEL025354,EMP0183,2025-01-22,2249,2249,0,99.13,Pass
INS025355,DEL025355,EMP0123,2024-11-25,976,976,0,99.17,Pass
INS025356,DEL025356,EMP0123,2025-04-17,777,777,0,97.01,Pass
INS025357,DEL025357,EMP0193,2026-05-20,363,363,0,98.24,Pass
INS025358,DEL025358,EMP0117,2026-05-11,2808,2808,0,96.06,Pass
INS025359,DEL025359,EMP0160,2026-03-28,1431,1430,1,80.83,Minor Issue
INS025360,DEL025360,EMP0110,2025-11-14,2047,2042,5,88.73,Minor Issue
INS025361,DEL025361,EMP0172,2026-05-30,664,664,0,97.62,Pass
INS025362,DEL025362,EMP0193,2024-11-01,2195,2195,0,96.29,Pass
INS025363,DEL025363,EMP0184,2026-05-09,1003,1003,0,96.72,Pass
INS025364,DEL025364,EMP0160,2025-11-22,418,418,0,97.76,Pass
INS025365,DEL025365,EMP0061,2024-07-28,108,108,0,97.31,Pass
INS025366,DEL025366,EMP0165,2025-09-25,3530,3530,0,99.74,Pass
INS025367,DEL025367,EMP0193,2025-07-31,450,445,5,87.7,Minor Issue
INS025368,DEL025368,EMP0134,2026-03-16,2441,2440,1,86.02,Minor Issue
INS025369,DEL025369,EMP0028,2026-07-06,232,232,0,96.34,Pass
INS025370,DEL025370,EMP0172,2025-12-12,4098,4098,0,97.37,Pass
INS025371,DEL025371,EMP0080,2026-06-17,1960,1959,1,92.49,Minor Issue
INS025372,DEL025372,EMP0057,2025-12-27,1566,1566,0,96.64,Pass
INS025373,DEL025373,EMP0156,2025-04-24,841,841,0,97.72,Pass
INS025374,DEL025374,EMP0187,2025-03-06,413,413,0,97.74,Pass
INS025375,DEL025375,EMP0061,2024-08-19,505,500,5,82.64,Minor Issue
INS025376,DEL025376,EMP0080,2025-03-09,323,323,0,95.05,Pass
INS025377,DEL025377,EMP0040,2025-03-12,1727,1727,0,95.62,Pass
INS025378,DEL025378,EMP0193,2024-09-10,2902,2900,2,85.66,Minor Issue
INS025379,DEL025379,EMP0190,2025-02-22,4008,4008,0,95.82,Pass
INS025380,DEL025380,EMP0111,2026-07-26,1577,1567,10,83.99,Minor Issue
INS025381,DEL025381,EMP0043,2025-10-07,960,960,0,98.72,Pass
INS025382,DEL025382,EMP0076,2026-03-23,1071,1071,0,95.7,Pass
INS025383,DEL025383,EMP0091,2026-04-23,2499,2499,0,96.13,Pass
INS025384,DEL025384,EMP0180,2025-08-24,889,889,0,97.81,Pass
INS025385,DEL025385,EMP0160,2025-07-04,2307,2307,0,95.24,Pass
INS025386,DEL025386,EMP0183,2026-03-01,3393,3393,0,98.91,Pass
INS025387,DEL025387,EMP0180,2024-09-18,2220,2220,0,95.63,Pass
INS025388,DEL025388,EMP0115,2026-06-04,534,533,1,80.48,Minor Issue
INS025389,DEL025389,EMP0051,2025-08-11,1213,1211,2,91.36,Minor Issue
INS025390,DEL025390,EMP0090,2026-06-23,1215,1213,2,80.02,Minor Issue
INS025391,DEL025391,EMP0163,2025-09-16,1722,1722,0,99.78,Pass
INS025392,DEL025392,EMP0011,2026-01-04,2551,2551,0,96.01,Pass
INS025393,DEL025393,EMP0156,2026-06-15,584,584,0,97.77,Pass
INS025394,DEL025394,EMP0129,2025-06-22,808,808,0,96.96,Pass
INS025395,DEL025395,EMP0016,2025-05-03,657,657,0,96.33,Pass
INS025396,DEL025396,EMP0092,2026-05-01,60,58,2,56.48,Fail
INS025397,DEL025397,EMP0010,2026-07-03,4249,4249,0,98.07,Pass
INS025398,DEL025398,EMP0054,2026-03-17,163,163,0,99.34,Pass
INS025399,DEL025399,EMP0061,2024-10-12,816,816,0,98.88,Pass
INS025400,DEL025400,EMP0143,2024-11-08,197,197,0,96.01,Pass
INS025401,DEL025401,EMP0165,2024-08-24,1817,1817,0,96.91,Pass
INS025402,DEL025402,EMP0162,2026-04-16,3614,3613,1,90.46,Minor Issue
INS025403,DEL025403,EMP0198,2024-07-19,1372,1372,0,96.94,Pass
INS025404,DEL025404,EMP0183,2025-06-27,1402,1402,0,95.41,Pass
INS025405,DEL025405,EMP0027,2026-05-29,3609,3608,1,88.03,Minor Issue
INS025406,DEL025406,EMP0001,2026-04-19,911,906,5,80.33,Minor Issue
INS025407,DEL025407,EMP0022,2025-03-08,783,781,2,84.42,Minor Issue
INS025408,DEL025408,EMP0027,2025-06-27,587,587,0,96.67,Pass
INS025409,DEL025409,EMP0060,2025-01-05,2511,2511,0,96.55,Pass
INS025410,DEL025410,EMP0129,2025-02-28,639,637,2,81.56,Minor Issue
INS025411,DEL025411,EMP0096,2026-06-07,96,95,1,82.54,Minor Issue
INS025412,DEL025412,EMP0174,2025-04-28,1020,1010,10,80.19,Minor Issue
INS025413,DEL025413,EMP0076,2025-03-04,813,813,0,96.62,Pass
INS025414,DEL025414,EMP0190,2025-04-04,37,36,1,87.29,Minor Issue
INS025415,DEL025415,EMP0174,2026-02-18,2426,2421,5,87.33,Minor Issue
INS025416,DEL025416,EMP0042,2026-03-12,1743,1743,0,99.39,Pass
INS025417,DEL025417,EMP0112,2025-07-22,721,721,0,98.15,Pass
INS025418,DEL025418,EMP0076,2025-09-29,478,478,0,96.12,Pass
INS025419,DEL025419,EMP0043,2025-04-13,3221,3220,1,88.9,Minor Issue
INS025420,DEL025420,EMP0174,2024-07-07,2002,2002,0,99.73,Pass
INS025421,DEL025421,EMP0180,2025-09-28,719,719,0,99.36,Pass
INS025422,DEL025422,EMP0193,2024-11-30,850,850,0,96.73,Pass
INS025423,DEL025423,EMP0197,2025-03-18,4430,4430,0,95.8,Pass
INS025424,DEL025424,EMP0051,2026-05-27,1343,1343,0,96.21,Pass
INS025425,DEL025425,EMP0183,2025-10-21,2521,2521,0,98.99,Pass
INS025426,DEL025426,EMP0198,2025-06-13,1305,1305,0,96.99,Pass
INS025427,DEL025427,EMP0016,2025-01-18,1850,1850,0,97.07,Pass
INS025428,DEL025428,EMP0115,2024-12-15,2120,2118,2,81.71,Minor Issue
INS025429,DEL025429,EMP0042,2026-02-12,2353,2353,0,99.3,Pass
INS025430,DEL025430,EMP0134,2025-04-20,3223,3223,0,95.21,Pass
INS025431,DEL025431,EMP0046,2025-01-09,3539,3539,0,97.11,Pass
INS025432,DEL025432,EMP0112,2024-10-27,1464,1464,0,98.33,Pass
INS025433,DEL025433,EMP0022,2025-06-14,1368,1368,0,99.31,Pass
INS025434,DEL025434,EMP0080,2024-08-17,68,68,0,96.98,Pass
INS025435,DEL025435,EMP0170,2024-12-10,879,869,10,89.71,Minor Issue
INS025436,DEL025436,EMP0111,2025-10-05,1097,1087,10,83.31,Minor Issue
INS025437,DEL025437,EMP0197,2024-08-18,1711,1711,0,99.81,Pass
INS025438,DEL025438,EMP0091,2025-02-05,993,993,0,98.85,Pass
INS025439,DEL025439,EMP0040,2026-02-06,2616,2615,1,92.75,Minor Issue
INS025440,DEL025440,EMP0146,2025-10-21,3036,3034,2,84.41,Minor Issue
INS025441,DEL025441,EMP0061,2025-05-16,1652,1652,0,96.12,Pass
INS025442,DEL025442,EMP0162,2026-02-17,1693,1693,0,97.77,Pass
INS025443,DEL025443,EMP0011,2026-02-01,3543,3543,0,96.43,Pass
INS025444,DEL025444,EMP0014,2026-03-16,1742,1742,0,97.24,Pass
INS025445,DEL025445,EMP0055,2026-05-12,510,510,0,98.65,Pass
INS025446,DEL025446,EMP0016,2024-10-31,2779,2774,5,90.23,Minor Issue
INS025447,DEL025447,EMP0107,2025-06-06,147,142,5,57.95,Fail
INS025448,DEL025448,EMP0144,2024-07-21,610,610,0,95.3,Pass
INS025449,DEL025449,EMP0187,2025-04-16,2011,2011,0,96.26,Pass
INS025450,DEL025450,EMP0061,2026-07-18,1062,1050,12,83.63,Minor Issue
INS025451,DEL025451,EMP0172,2026-06-05,1374,1374,0,97.25,Pass
INS025452,DEL025452,EMP0116,2025-11-09,1987,1987,0,99.51,Pass
INS025453,DEL025453,EMP0109,2025-10-19,1717,1715,2,85.38,Minor Issue
INS025454,DEL025454,EMP0090,2025-10-14,366,366,0,99.3,Pass
INS025455,DEL025455,EMP0092,2025-06-18,1600,1598,2,86.08,Minor Issue
INS025456,DEL025456,EMP0115,2024-08-27,2039,2034,5,84.43,Minor Issue
INS025457,DEL025457,EMP0057,2024-11-24,3052,3051,1,85.3,Minor Issue
INS025458,DEL025458,EMP0017,2024-11-26,3830,3828,2,89.85,Minor Issue
INS025459,DEL025459,EMP0163,2025-08-26,1286,1286,0,99.07,Pass
INS025460,DEL025460,EMP0170,2025-11-07,3002,3002,0,98.51,Pass
INS025461,DEL025461,EMP0096,2026-07-24,1663,1663,0,95.87,Pass
INS025462,DEL025462,EMP0021,2024-09-29,1588,1588,0,96.82,Pass
INS025463,DEL025463,EMP0043,2025-09-02,1596,1591,5,88.39,Minor Issue
INS025464,DEL025464,EMP0009,2025-01-19,1708,1708,0,97.96,Pass
INS025465,DEL025465,EMP0079,2025-04-08,2007,2005,2,87.97,Minor Issue
INS025466,DEL025466,EMP0079,2025-04-12,183,183,0,98.17,Pass
INS025467,DEL025467,EMP0057,2025-03-12,1759,1759,0,96.79,Pass
INS025468,DEL025468,EMP0022,2026-05-24,201,201,0,96.2,Pass
INS025469,DEL025469,EMP0040,2026-07-02,1006,1006,0,96.41,Pass
INS025470,DEL025470,EMP0183,2026-04-27,2150,2150,0,95.46,Pass
INS025471,DEL025471,EMP0154,2025-05-20,2711,2711,0,99.9,Pass
INS025472,DEL025472,EMP0163,2025-02-17,1022,1022,0,97.25,Pass
INS025473,DEL025473,EMP0077,2026-01-23,543,543,0,95.33,Pass
INS025474,DEL025474,EMP0180,2024-08-14,425,425,0,95.2,Pass
INS025475,DEL025475,EMP0107,2025-11-15,3624,3623,1,90.53,Minor Issue
INS025476,DEL025476,EMP0146,2026-07-12,2098,2098,0,96.76,Pass
INS025477,DEL025477,EMP0112,2025-06-02,1537,1537,0,99.43,Pass
INS025478,DEL025478,EMP0046,2024-12-12,2324,2324,0,98.73,Pass
