InventoryID,PartID,PlantID,CurrentStock,SafetyStock,ReorderLevel,LastUpdated
INV002632,PRT0670,PLT002,1573,991,622,2026-05-26
INV002633,PRT0397,PLT006,1274,971,626,2026-04-22
INV002634,PRT0982,PLT004,2138,1781,1325,2026-04-17
INV002635,PRT0530,PLT001,1397,467,303,2026-06-08
INV002636,PRT0703,PLT006,2836,1052,885,2026-06-15
INV002637,PRT0823,PLT001,828,307,244,2026-06-11
INV002638,PRT0520,PLT004,1176,429,298,2026-03-30
INV002639,PRT0670,PLT006,3982,1505,1108,2026-05-04
INV002640,PRT0311,PLT004,223,922,670,2026-05-17
INV002641,PRT0619,PLT004,474,629,517,2026-06-15
INV002642,PRT0730,PLT003,3879,1128,802,2026-04-30
INV002643,PRT0115,PLT002,2988,1828,1390,2026-04-26
INV002644,PRT0892,PLT006,1570,968,735,2026-05-24
INV002645,PRT0971,PLT006,690,263,169,2026-05-08
INV002646,PRT0833,PLT005,4218,1308,885,2026-05-25
INV002647,PRT0050,PLT004,3562,1590,1370,2026-04-24
INV002648,PRT0472,PLT003,2005,676,413,2026-06-20
INV002649,PRT0379,PLT003,702,202,175,2026-04-29
INV002650,PRT0786,PLT001,1213,971,680,2026-05-24
INV002651,PRT0366,PLT004,2402,1211,823,2026-05-15
INV002652,PRT0652,PLT001,304,135,99,2026-06-18
INV002653,PRT0545,PLT006,299,1320,836,2026-06-01
INV002654,PRT0548,PLT001,344,911,614,2026-04-05
INV002655,PRT0506,PLT004,1296,358,292,2026-04-25
INV002656,PRT0706,PLT005,3752,1928,1315,2026-04-03
INV002657,PRT0583,PLT004,2144,599,524,2026-04-04
INV002658,PRT0040,PLT002,381,183,114,2026-06-14
INV002659,PRT0832,PLT001,5224,1347,1202,2026-05-16
INV002660,PRT0081,PLT003,2971,882,664,2026-05-25
INV002661,PRT0433,PLT004,2473,1999,1581,2026-04-24
INV002662,PRT0739,PLT006,263,145,95,2026-05-14
INV002663,PRT0989,PLT001,3550,1621,1401,2026-06-21
INV002664,PRT0311,PLT005,2137,1725,1134,2026-06-23
INV002665,PRT0711,PLT001,1996,1152,877,2026-04-04
INV002666,PRT0779,PLT004,881,866,668,2026-05-04
INV002667,PRT0284,PLT005,760,662,545,2026-04-07
INV002668,PRT0932,PLT002,3265,1475,905,2026-04-28
INV002669,PRT0417,PLT002,41,1488,1019,2026-03-29
INV002670,PRT0282,PLT003,132,138,115,2026-03-29
INV002671,PRT0100,PLT002,2606,1047,816,2026-06-07
INV002672,PRT0227,PLT001,1329,560,339,2026-06-20
INV002673,PRT0847,PLT004,4991,1352,927,2026-05-07
INV002674,PRT0337,PLT005,4876,1304,947,2026-05-30
INV002675,PRT0013,PLT003,2284,896,665,2026-03-30
INV002676,PRT0156,PLT004,1820,797,554,2026-05-18
INV002677,PRT0546,PLT006,1725,1849,1521,2026-06-05
INV002678,PRT0413,PLT001,523,448,359,2026-04-14
INV002679,PRT0647,PLT004,643,1453,1243,2026-05-07
INV002680,PRT0213,PLT006,680,1249,1118,2026-05-29
INV002681,PRT0769,PLT003,2390,1184,841,2026-04-16
INV002682,PRT0160,PLT005,242,1024,821,2026-05-14
INV002683,PRT0579,PLT004,2880,1297,843,2026-05-13
INV002684,PRT0770,PLT003,95,950,853,2026-05-15
INV002685,PRT0385,PLT005,1922,1239,1019,2026-06-16
INV002686,PRT0100,PLT004,252,369,263,2026-05-07
INV002687,PRT0585,PLT003,453,547,362,2026-04-29
INV002688,PRT0797,PLT006,1570,465,399,2026-06-11
INV002689,PRT0770,PLT002,1441,921,704,2026-04-04
INV002690,PRT0328,PLT003,1142,956,831,2026-04-04
INV002691,PRT0781,PLT006,5186,1390,878,2026-06-15
INV002692,PRT0402,PLT002,2181,750,563,2026-05-15
INV002693,PRT0476,PLT003,6199,1859,1340,2026-06-08
INV002694,PRT0947,PLT002,1285,1791,1571,2026-05-26
INV002695,PRT0850,PLT003,2181,919,630,2026-04-21
INV002696,PRT0700,PLT001,1411,1662,1228,2026-04-16
INV002697,PRT0998,PLT004,1712,885,685,2026-04-11
INV002698,PRT0634,PLT002,118,940,617,2026-05-01
INV002699,PRT0083,PLT005,1030,383,299,2026-05-07
INV002700,PRT0333,PLT005,187,1268,1039,2026-06-17
INV002701,PRT0701,PLT001,1932,611,397,2026-05-18
INV002702,PRT0905,PLT006,2463,858,520,2026-03-28
INV002703,PRT0198,PLT002,3536,897,686,2026-05-11
INV002704,PRT0180,PLT004,1960,1037,737,2026-06-17
INV002705,PRT0136,PLT003,2643,1559,1366,2026-05-01
INV002706,PRT0592,PLT004,211,232,201,2026-04-26
INV002707,PRT0248,PLT002,3634,1040,700,2026-04-11
INV002708,PRT0823,PLT005,910,1044,783,2026-05-10
INV002709,PRT0251,PLT004,1304,1815,1269,2026-05-06
INV002710,PRT0767,PLT001,56,1578,1402,2026-04-05
INV002711,PRT0482,PLT004,4257,1496,1201,2026-06-21
INV002712,PRT0905,PLT006,266,244,203,2026-06-17
INV002713,PRT0732,PLT001,4375,1200,763,2026-06-04
INV002714,PRT0062,PLT003,2973,998,742,2026-03-28
INV002715,PRT0743,PLT001,6736,1762,1267,2026-04-30
INV002716,PRT0645,PLT006,2095,844,607,2026-05-14
INV002717,PRT0107,PLT002,508,1001,729,2026-06-09
INV002718,PRT0594,PLT001,6760,1834,1244,2026-06-08
INV002719,PRT0673,PLT003,3382,1578,1026,2026-04-13
INV002720,PRT0216,PLT003,988,390,340,2026-06-16
INV002721,PRT0470,PLT006,151,298,208,2026-05-07
INV002722,PRT0351,PLT003,2129,1106,913,2026-04-03
INV002723,PRT0717,PLT003,3689,1511,1108,2026-06-16
INV002724,PRT0780,PLT002,292,1263,862,2026-05-07
INV002725,PRT0227,PLT003,53,403,304,2026-04-11
INV002726,PRT0315,PLT006,2385,1254,888,2026-06-13
INV002727,PRT0487,PLT006,624,424,326,2026-05-27
INV002728,PRT0762,PLT006,632,1000,801,2026-05-05
INV002729,PRT0880,PLT004,598,363,233,2026-04-15
INV002730,PRT0872,PLT002,114,626,495,2026-05-16
INV002731,PRT0013,PLT003,4786,1294,894,2026-05-09
INV002732,PRT0892,PLT005,3053,845,689,2026-05-06
INV002733,PRT0175,PLT003,3686,931,691,2026-05-25
INV002734,PRT0322,PLT005,4104,1418,917,2026-05-01
INV002735,PRT0664,PLT002,1987,866,617,2026-05-13
INV002736,PRT0496,PLT004,1436,1883,1426,2026-05-02
INV002737,PRT0351,PLT002,66,129,103,2026-03-31
INV002738,PRT0285,PLT005,614,733,485,2026-04-02
INV002739,PRT0666,PLT002,979,1693,1385,2026-05-21
INV002740,PRT0935,PLT006,2332,830,622,2026-04-10
INV002741,PRT0867,PLT005,6113,1956,1180,2026-04-04
INV002742,PRT0373,PLT006,1659,1939,1296,2026-06-15
INV002743,PRT0975,PLT003,101,167,120,2026-04-18
INV002744,PRT0985,PLT005,4532,1139,706,2026-04-20
INV002745,PRT0082,PLT001,7148,1833,1507,2026-04-10
INV002746,PRT0251,PLT003,1015,1014,780,2026-06-22
INV002747,PRT0959,PLT006,5650,1732,1423,2026-05-03
INV002748,PRT0735,PLT004,5649,1856,1250,2026-04-05
INV002749,PRT0273,PLT005,1247,463,283,2026-05-10
INV002750,PRT0751,PLT001,778,668,419,2026-05-04
INV002751,PRT0311,PLT001,4280,1955,1702,2026-06-02
INV002752,PRT0476,PLT001,1954,525,350,2026-05-10
INV002753,PRT0327,PLT006,418,1199,1036,2026-06-07
INV002754,PRT0453,PLT001,119,249,164,2026-05-26
INV002755,PRT0613,PLT004,1761,1074,708,2026-05-14
INV002756,PRT0441,PLT001,2382,714,550,2026-04-08
INV002757,PRT0200,PLT005,5264,1574,1363,2026-06-19
INV002758,PRT0468,PLT001,6189,1750,1383,2026-04-05
INV002759,PRT0505,PLT006,1108,615,508,2026-05-22
INV002760,PRT0527,PLT003,989,461,322,2026-03-30
INV002761,PRT0255,PLT003,4359,1421,980,2026-03-29
INV002762,PRT0317,PLT006,2060,663,532,2026-04-13
INV002763,PRT0969,PLT002,3099,1001,634,2026-05-11
INV002764,PRT0482,PLT004,4174,1098,660,2026-04-08
INV002765,PRT0443,PLT006,1557,434,283,2026-05-08
INV002766,PRT0351,PLT006,1815,723,454,2026-04-28
INV002767,PRT0199,PLT001,1496,1506,1146,2026-06-05
INV002768,PRT0514,PLT003,2516,1662,1112,2026-04-17
INV002769,PRT0106,PLT006,1932,755,626,2026-06-05
INV002770,PRT0585,PLT006,861,714,627,2026-05-11
INV002771,PRT0785,PLT004,393,416,290,2026-05-31
INV002772,PRT0625,PLT006,1293,1709,1113,2026-05-22
INV002773,PRT0486,PLT006,1057,421,293,2026-05-17
INV002774,PRT0235,PLT003,2206,1319,1103,2026-05-19
INV002775,PRT0380,PLT002,2487,1066,938,2026-04-12
INV002776,PRT0850,PLT006,1449,727,508,2026-06-16
INV002777,PRT0577,PLT004,1742,745,547,2026-06-24
INV002778,PRT0963,PLT004,6244,1661,1204,2026-05-16
INV002779,PRT0662,PLT002,362,213,189,2026-05-13
INV002780,PRT0839,PLT006,159,1035,859,2026-04-19
INV002781,PRT0302,PLT003,1048,514,340,2026-05-28
INV002782,PRT0334,PLT005,391,148,103,2026-04-18
INV002783,PRT0633,PLT005,1761,1246,1023,2026-06-16
INV002784,PRT0077,PLT002,437,1001,857,2026-05-28
INV002785,PRT0965,PLT006,982,428,298,2026-06-05
INV002786,PRT0800,PLT006,376,1314,973,2026-06-02
INV002787,PRT0499,PLT002,2893,898,724,2026-06-02
INV002788,PRT0385,PLT001,2400,673,603,2026-04-27
INV002789,PRT0283,PLT005,701,307,189,2026-06-22
INV002790,PRT0114,PLT004,1164,856,626,2026-04-29
INV002791,PRT0333,PLT006,151,375,324,2026-06-16
INV002792,PRT0155,PLT005,3579,947,802,2026-04-05
INV002793,PRT0091,PLT004,2301,712,549,2026-04-17
INV002794,PRT0782,PLT006,2238,602,420,2026-05-18
INV002795,PRT0707,PLT001,1193,633,485,2026-04-30
INV002796,PRT0892,PLT006,139,387,321,2026-05-23
INV002797,PRT0927,PLT004,2959,1556,1278,2026-05-09
INV002798,PRT0329,PLT004,1508,1630,1410,2026-04-14
INV002799,PRT0204,PLT006,1364,566,417,2026-05-17
INV002800,PRT0766,PLT001,4944,1541,1044,2026-05-24
INV002801,PRT0438,PLT004,841,387,246,2026-05-24
INV002802,PRT0852,PLT005,393,1750,1305,2026-06-08
INV002803,PRT0383,PLT001,524,223,194,2026-06-22
INV002804,PRT0983,PLT005,262,1258,919,2026-05-07
INV002805,PRT0552,PLT004,6472,1888,1584,2026-06-07
INV002806,PRT0069,PLT006,2598,678,523,2026-04-04
INV002807,PRT0572,PLT001,997,254,195,2026-05-31
INV002808,PRT0867,PLT001,4206,1189,769,2026-04-13
INV002809,PRT0666,PLT002,4997,1275,1117,2026-04-10
INV002810,PRT0442,PLT003,5602,1639,1019,2026-05-22
INV002811,PRT0667,PLT003,1246,1053,774,2026-06-24
INV002812,PRT0348,PLT004,589,249,162,2026-06-08
INV002813,PRT0911,PLT001,3542,1180,984,2026-06-11
INV002814,PRT0639,PLT004,26,922,712,2026-05-20
INV002815,PRT0438,PLT002,330,138,83,2026-05-19
INV002816,PRT0691,PLT003,2393,630,539,2026-06-12
INV002817,PRT0789,PLT005,1641,1190,877,2026-06-22
INV002818,PRT0733,PLT005,7211,1995,1409,2026-04-19
INV002819,PRT0212,PLT003,303,412,270,2026-06-08
INV002820,PRT0617,PLT001,1092,471,296,2026-05-26
INV002821,PRT0978,PLT001,2855,1696,1082,2026-04-28
INV002822,PRT0674,PLT002,942,770,663,2026-05-30
INV002823,PRT0278,PLT002,1737,513,354,2026-03-31
INV002824,PRT0028,PLT002,2910,1983,1319,2026-04-18
INV002825,PRT0127,PLT004,3601,1897,1649,2026-05-12
INV002826,PRT0390,PLT001,213,152,111,2026-04-20
INV002827,PRT0211,PLT004,813,1015,742,2026-05-17
INV002828,PRT0993,PLT002,760,1308,1104,2026-06-19
INV002829,PRT0125,PLT002,4231,1137,993,2026-04-30
INV002830,PRT0759,PLT005,4006,1649,1093,2026-06-05
INV002831,PRT0426,PLT002,1297,833,687,2026-05-27
INV002832,PRT0369,PLT004,2076,530,474,2026-06-08
INV002833,PRT0017,PLT001,1871,622,468,2026-04-03
INV002834,PRT0985,PLT001,1639,878,738,2026-06-07
INV002835,PRT0857,PLT001,1269,826,584,2026-06-25
INV002836,PRT0308,PLT002,2670,989,874,2026-04-25
INV002837,PRT0830,PLT004,5272,1536,960,2026-04-15
INV002838,PRT0748,PLT006,2250,1893,1403,2026-06-11
INV002839,PRT0868,PLT002,1152,1937,1350,2026-04-06
INV002840,PRT0532,PLT002,262,463,356,2026-04-30
INV002841,PRT0063,PLT005,79,387,312,2026-04-03
INV002842,PRT0677,PLT003,6060,1743,1155,2026-05-05
INV002843,PRT0162,PLT004,3372,861,676,2026-04-03
INV002844,PRT0989,PLT002,1062,453,295,2026-05-04
INV002845,PRT0186,PLT003,5477,1619,1364,2026-04-23
INV002846,PRT0167,PLT001,6443,1900,1667,2026-05-27
INV002847,PRT0641,PLT003,3306,1118,739,2026-06-08
INV002848,PRT0329,PLT001,5094,1961,1671,2026-06-04
INV002849,PRT0911,PLT004,233,1704,1035,2026-06-03
INV002850,PRT0936,PLT004,147,170,139,2026-06-04
INV002851,PRT0613,PLT006,780,195,148,2026-05-21
INV002852,PRT0016,PLT003,820,1175,764,2026-06-24
INV002853,PRT0068,PLT001,3439,1937,1291,2026-06-05
INV002854,PRT0877,PLT005,3400,1074,794,2026-04-28
INV002855,PRT0829,PLT006,2470,1001,640,2026-06-03
INV002856,PRT0922,PLT003,240,101,70,2026-05-21
INV002857,PRT0375,PLT005,1105,362,252,2026-06-19
INV002858,PRT0505,PLT006,3914,1468,1196,2026-05-16
INV002859,PRT0129,PLT002,1607,1802,1541,2026-04-03
INV002860,PRT0231,PLT006,1168,1154,737,2026-05-06
INV002861,PRT0290,PLT005,827,268,220,2026-06-17
INV002862,PRT0190,PLT006,513,315,212,2026-05-14
INV002863,PRT0685,PLT005,3785,1450,1000,2026-05-08
INV002864,PRT0779,PLT002,2185,1164,878,2026-04-05
INV002865,PRT0149,PLT005,2708,771,560,2026-06-13
INV002866,PRT0766,PLT004,280,1608,1415,2026-04-09
INV002867,PRT0187,PLT001,1621,1394,856,2026-06-17
INV002868,PRT0166,PLT004,487,392,309,2026-04-08
INV002869,PRT0496,PLT003,1969,760,458,2026-06-19
INV002870,PRT0995,PLT005,1673,484,381,2026-05-24
INV002871,PRT0465,PLT005,879,930,684,2026-06-10
INV002872,PRT0763,PLT003,482,638,487,2026-04-01
INV002873,PRT0346,PLT002,2763,1442,1197,2026-04-03
INV002874,PRT0791,PLT005,1996,622,436,2026-05-10
INV002875,PRT0782,PLT005,2804,1034,826,2026-05-24
INV002876,PRT0437,PLT006,1496,638,394,2026-06-21
INV002877,PRT0097,PLT002,129,152,135,2026-04-16
INV002878,PRT0564,PLT006,985,1036,879,2026-05-21
INV002879,PRT0315,PLT004,1423,705,449,2026-03-28
INV002880,PRT0085,PLT005,3848,993,760,2026-05-16
INV002881,PRT0524,PLT002,1813,473,340,2026-05-04
INV002882,PRT0795,PLT001,454,390,332,2026-03-31
INV002883,PRT0539,PLT005,724,506,414,2026-06-08
INV002884,PRT0538,PLT001,4346,1697,1095,2026-05-14
INV002885,PRT0236,PLT006,4419,1738,1320,2026-05-26
INV002886,PRT0103,PLT006,1300,1187,771,2026-04-14
INV002887,PRT0232,PLT006,1266,439,347,2026-04-09
INV002888,PRT0435,PLT002,1248,411,313,2026-05-18
INV002889,PRT0304,PLT004,1641,670,411,2026-05-17
INV002890,PRT0916,PLT004,3450,1945,1471,2026-06-25
INV002891,PRT0001,PLT001,2457,1058,736,2026-04-08
INV002892,PRT0214,PLT006,1276,614,498,2026-05-08
INV002893,PRT0061,PLT004,547,1355,1054,2026-05-09
INV002894,PRT0783,PLT002,328,387,248,2026-06-02
INV002895,PRT0430,PLT004,2646,901,753,2026-06-21
INV002896,PRT0073,PLT002,2870,1311,862,2026-04-29
INV002897,PRT0127,PLT006,1644,665,427,2026-06-02
INV002898,PRT0156,PLT002,5507,1614,1252,2026-06-16
INV002899,PRT0779,PLT003,1128,1008,647,2026-04-03
INV002900,PRT0319,PLT005,266,122,96,2026-04-22
INV002901,PRT0483,PLT002,1225,310,257,2026-03-28
INV002902,PRT0555,PLT006,1022,1452,1062,2026-05-08
INV002903,PRT0902,PLT006,576,1349,993,2026-06-07
INV002904,PRT0391,PLT003,167,799,689,2026-05-06
INV002905,PRT0600,PLT002,872,331,260,2026-04-15
INV002906,PRT0814,PLT004,7090,1894,1539,2026-05-03
INV002907,PRT0106,PLT001,4283,1653,1136,2026-05-07
INV002908,PRT0886,PLT003,4907,1598,1248,2026-06-23
INV002909,PRT0857,PLT006,2025,594,511,2026-06-09
INV002910,PRT0108,PLT003,2613,985,715,2026-06-19
INV002911,PRT0927,PLT003,2259,1825,1491,2026-04-18
INV002912,PRT0683,PLT003,3437,1411,1061,2026-05-24
INV002913,PRT0731,PLT004,414,830,518,2026-04-09
INV002914,PRT0606,PLT004,906,597,463,2026-05-31
INV002915,PRT0500,PLT005,5804,1463,994,2026-06-21
INV002916,PRT0622,PLT005,3078,1342,1142,2026-03-31
INV002917,PRT0044,PLT005,3134,1882,1651,2026-05-30
INV002918,PRT0590,PLT001,201,320,248,2026-06-21
INV002919,PRT0370,PLT005,488,340,302,2026-05-10
INV002920,PRT0432,PLT004,4946,1477,1200,2026-03-28
INV002921,PRT0663,PLT004,2845,1571,1293,2026-06-09
INV002922,PRT0536,PLT001,7073,1845,1362,2026-04-26
INV002923,PRT0763,PLT004,2572,916,773,2026-04-11
INV002924,PRT0581,PLT002,1769,1470,1282,2026-04-26
INV002925,PRT0102,PLT003,336,149,117,2026-05-28
INV002926,PRT0747,PLT004,232,1985,1436,2026-04-11
INV002927,PRT0839,PLT006,2937,1839,1594,2026-06-22
INV002928,PRT0284,PLT004,1018,804,567,2026-04-30
INV002929,PRT0716,PLT006,3753,1705,1047,2026-04-27
INV002930,PRT0215,PLT005,657,638,529,2026-06-11
INV002931,PRT0330,PLT006,5310,1678,1441,2026-04-05
INV002932,PRT0836,PLT002,3198,921,760,2026-05-15
INV002933,PRT0342,PLT003,728,1829,1371,2026-04-19
INV002934,PRT0325,PLT003,1864,1362,1037,2026-05-09
INV002935,PRT0655,PLT004,185,307,268,2026-04-03
INV002936,PRT0191,PLT004,2619,740,582,2026-06-17
INV002937,PRT0360,PLT003,1988,514,349,2026-04-30
INV002938,PRT0773,PLT002,2961,1750,1279,2026-06-07
INV002939,PRT0195,PLT005,228,445,310,2026-06-23
INV002940,PRT0658,PLT005,2868,735,641,2026-06-13
INV002941,PRT0183,PLT004,2204,706,583,2026-04-19
INV002942,PRT0096,PLT001,1627,1366,1104,2026-05-12
INV002943,PRT0415,PLT003,5432,1557,1213,2026-05-20
INV002944,PRT0363,PLT004,1091,398,324,2026-04-16
INV002945,PRT0866,PLT006,212,372,326,2026-04-10
INV002946,PRT0301,PLT005,6541,1768,1525,2026-04-10
INV002947,PRT0231,PLT004,2652,1267,1129,2026-04-28
INV002948,PRT0159,PLT006,4489,1791,1096,2026-05-18
INV002949,PRT0854,PLT006,919,660,401,2026-05-09
INV002950,PRT0451,PLT006,925,548,369,2026-04-13
INV002951,PRT0304,PLT002,101,1762,1171,2026-04-17
INV002952,PRT0859,PLT004,494,142,121,2026-04-13
INV002953,PRT0197,PLT004,2326,948,727,2026-06-19
INV002954,PRT0410,PLT006,1189,481,410,2026-04-26
INV002955,PRT0765,PLT003,3171,1278,1107,2026-05-24
INV002956,PRT0823,PLT003,2981,1547,1297,2026-04-23
INV002957,PRT0948,PLT002,3686,983,698,2026-04-21
INV002958,PRT0982,PLT006,315,755,575,2026-04-18
INV002959,PRT0253,PLT005,1438,375,261,2026-05-24
INV002960,PRT0726,PLT004,4157,1285,820,2026-06-06
INV002961,PRT0738,PLT003,1866,1196,830,2026-04-10
INV002962,PRT0841,PLT002,4538,1569,1271,2026-05-15
INV002963,PRT0472,PLT005,435,1052,716,2026-06-02
INV002964,PRT0067,PLT002,1786,996,746,2026-05-05
INV002965,PRT0666,PLT001,572,145,111,2026-04-16
INV002966,PRT0724,PLT002,7107,1934,1362,2026-04-28
INV002967,PRT0978,PLT006,66,230,185,2026-04-25
INV002968,PRT0731,PLT005,112,665,512,2026-04-18
INV002969,PRT0406,PLT002,1092,1105,805,2026-04-28
INV002970,PRT0714,PLT006,4410,1455,1070,2026-04-05
INV002971,PRT0818,PLT005,2334,723,505,2026-04-26
INV002972,PRT0698,PLT005,2210,933,600,2026-04-13
INV002973,PRT0055,PLT006,2496,744,638,2026-06-24
INV002974,PRT0794,PLT001,980,1645,1163,2026-06-11
INV002975,PRT0748,PLT002,3389,1357,840,2026-06-20
INV002976,PRT0793,PLT002,4927,1600,1053,2026-06-10
INV002977,PRT0952,PLT004,5319,1811,1185,2026-06-24
INV002978,PRT0097,PLT004,729,1592,1012,2026-04-12
INV002979,PRT0825,PLT004,3173,1275,1033,2026-04-28
INV002980,PRT0868,PLT003,567,880,711,2026-04-10
INV002981,PRT0182,PLT006,727,474,298,2026-03-28
INV002982,PRT0093,PLT002,2046,981,847,2026-05-09
INV002983,PRT0360,PLT006,928,633,456,2026-06-22
INV002984,PRT0770,PLT001,3700,1396,871,2026-05-17
INV002985,PRT0571,PLT001,498,1172,793,2026-05-13
INV002986,PRT0002,PLT005,1380,1498,1066,2026-04-14
INV002987,PRT0314,PLT001,196,125,75,2026-06-15
INV002988,PRT0384,PLT001,4615,1738,1514,2026-06-23
INV002989,PRT0511,PLT002,1271,453,297,2026-04-04
INV002990,PRT0100,PLT006,2828,1196,795,2026-05-27
INV002991,PRT0588,PLT002,3065,1969,1272,2026-05-02
INV002992,PRT0901,PLT002,6930,1925,1409,2026-04-03
INV002993,PRT0032,PLT005,3646,1139,734,2026-05-17
INV002994,PRT0827,PLT003,123,179,157,2026-04-09
INV002995,PRT0605,PLT005,738,696,440,2026-04-21
INV002996,PRT0198,PLT005,1019,442,384,2026-04-28
INV002997,PRT0961,PLT004,690,417,374,2026-04-21
INV002998,PRT0803,PLT004,3185,1448,1106,2026-05-22
INV002999,PRT0347,PLT002,134,338,270,2026-05-17
INV003000,PRT0503,PLT002,3348,848,544,2026-05-01
INV003001,PRT0061,PLT004,2935,1726,1244,2026-04-05
INV003002,PRT0725,PLT005,5403,1760,1501,2026-04-30
INV003003,PRT0680,PLT006,186,302,258,2026-04-06
INV003004,PRT0589,PLT006,2306,756,660,2026-05-23
INV003005,PRT0659,PLT002,4475,1189,899,2026-06-07
INV003006,PRT0782,PLT002,1834,678,471,2026-05-27
INV003007,PRT0414,PLT004,1746,699,617,2026-04-07
INV003008,PRT0504,PLT001,97,872,544,2026-05-22
INV003009,PRT0399,PLT003,2497,758,582,2026-05-07
INV003010,PRT0790,PLT006,2352,1119,1004,2026-04-04
INV003011,PRT0193,PLT001,341,1531,943,2026-04-07
INV003012,PRT0556,PLT002,2339,728,631,2026-06-17
INV003013,PRT0548,PLT001,392,1412,980,2026-04-25
INV003014,PRT0193,PLT003,394,196,174,2026-06-19
INV003015,PRT0757,PLT005,3553,1201,739,2026-06-02
INV003016,PRT0380,PLT006,4167,1173,1002,2026-06-10
INV003017,PRT0102,PLT004,1757,1531,939,2026-04-12
INV003018,PRT0328,PLT001,1459,480,416,2026-06-19
INV003019,PRT0585,PLT006,1693,1562,1032,2026-04-06
INV003020,PRT0211,PLT006,3125,1355,819,2026-04-16
INV003021,PRT0927,PLT002,9,338,296,2026-05-04
INV003022,PRT0182,PLT004,2709,1450,1223,2026-05-21
INV003023,PRT0412,PLT001,6863,1792,1197,2026-06-13
INV003024,PRT0637,PLT006,504,419,269,2026-04-10
INV003025,PRT0697,PLT005,1731,628,542,2026-03-30
INV003026,PRT0318,PLT002,5129,1554,1335,2026-04-06
INV003027,PRT0280,PLT004,7485,1899,1511,2026-04-28
INV003028,PRT0387,PLT003,3388,1513,912,2026-04-27
INV003029,PRT0798,PLT004,6690,1825,1588,2026-05-12
INV003030,PRT0043,PLT006,1619,619,482,2026-05-08
INV003031,PRT0707,PLT002,5430,1671,1227,2026-04-20
INV003032,PRT0163,PLT004,118,244,193,2026-06-24
INV003033,PRT0172,PLT006,335,236,154,2026-05-08
INV003034,PRT0292,PLT005,1631,625,554,2026-05-10
INV003035,PRT0268,PLT001,2335,686,470,2026-04-25
INV003036,PRT0974,PLT001,1655,1658,1054,2026-05-13
INV003037,PRT0131,PLT005,1644,1236,1055,2026-03-29
INV003038,PRT0115,PLT002,111,173,128,2026-05-11
INV003039,PRT0086,PLT006,188,177,150,2026-05-24
INV003040,PRT0631,PLT003,3571,1751,1086,2026-05-13
INV003041,PRT0612,PLT001,1810,997,819,2026-06-24
INV003042,PRT0787,PLT002,1548,1457,1282,2026-04-27
INV003043,PRT0015,PLT002,4659,1584,1101,2026-03-29
INV003044,PRT0944,PLT002,1027,799,685,2026-04-07
INV003045,PRT0058,PLT004,2638,817,603,2026-03-29
INV003046,PRT0518,PLT001,1195,878,567,2026-06-08
INV003047,PRT0344,PLT006,796,561,367,2026-05-19
INV003048,PRT0072,PLT002,3608,1576,1153,2026-06-25
INV003049,PRT0165,PLT002,4561,1332,1010,2026-05-09
INV003050,PRT0115,PLT006,464,1220,1084,2026-04-25
INV003051,PRT0018,PLT005,547,233,168,2026-05-15
INV003052,PRT0380,PLT001,2635,1575,1025,2026-04-06
INV003053,PRT0240,PLT001,1401,393,342,2026-04-23
INV003054,PRT0834,PLT004,239,880,528,2026-05-16
INV003055,PRT0781,PLT006,1839,1674,1289,2026-05-04
INV003056,PRT0021,PLT006,75,172,132,2026-04-10
INV003057,PRT0661,PLT004,4681,1787,1560,2026-04-01
INV003058,PRT0461,PLT006,1584,678,546,2026-04-12
INV003059,PRT0354,PLT006,1024,586,471,2026-04-12
INV003060,PRT0466,PLT005,1254,1031,766,2026-04-29
INV003061,PRT0294,PLT006,1182,1901,1345,2026-05-02
INV003062,PRT0264,PLT002,3182,1597,1041,2026-06-02
INV003063,PRT0825,PLT003,1768,853,701,2026-03-28
INV003064,PRT0728,PLT005,840,394,241,2026-06-18
INV003065,PRT0129,PLT006,3295,1844,1231,2026-05-10
INV003066,PRT0432,PLT004,1662,822,544,2026-04-09
INV003067,PRT0976,PLT004,3636,1043,855,2026-06-07
INV003068,PRT0682,PLT004,2670,1049,743,2026-04-05
INV003069,PRT0252,PLT002,421,372,303,2026-05-14
INV003070,PRT0971,PLT006,1594,1559,1024,2026-06-19
INV003071,PRT0922,PLT004,2977,1450,1211,2026-06-02
INV003072,PRT0384,PLT006,3344,1222,1049,2026-04-21
INV003073,PRT0482,PLT001,578,728,483,2026-05-14
INV003074,PRT0927,PLT005,2460,1211,963,2026-06-22
INV003075,PRT0346,PLT005,889,944,580,2026-05-03
INV003076,PRT0960,PLT005,3148,1922,1243,2026-04-17
INV003077,PRT0025,PLT006,1814,984,643,2026-04-25
INV003078,PRT0280,PLT006,705,522,373,2026-06-02
INV003079,PRT0657,PLT004,1276,1493,1148,2026-05-06
INV003080,PRT0155,PLT004,1620,1277,1065,2026-05-30
INV003081,PRT0781,PLT004,534,748,553,2026-06-14
INV003082,PRT0544,PLT006,2508,747,584,2026-06-24
INV003083,PRT0100,PLT001,5539,1386,1195,2026-04-11
INV003084,PRT0340,PLT001,108,275,166,2026-05-30
INV003085,PRT0208,PLT006,1461,741,651,2026-05-08
INV003086,PRT0861,PLT001,629,408,362,2026-04-21
INV003087,PRT0598,PLT004,1292,843,663,2026-06-04
INV003088,PRT0297,PLT003,1435,1072,752,2026-06-04
