POLineID,PO_ID,PartID,OrderedQuantity,UnitCost,LineTotal
POL047326,PO010084,PRT0279,1280,35.02,44825.6
POL047327,PO010789,PRT0889,1678,53.12,89135.36
POL047328,PO011352,PRT0729,2538,21.5,54567.0
POL047329,PO009807,PRT0869,4238,56.08,237667.04
POL047330,PO005468,PRT0232,656,39.38,25833.28
POL047331,PO008386,PRT0508,2554,16.59,42370.86
POL047332,PO014819,PRT0999,1111,20.97,23297.67
POL047333,PO006997,PRT0978,198,4.76,942.48
POL047334,PO002293,PRT0893,2244,263.05,590284.2
POL047335,PO013189,PRT0412,2742,31.7,86921.4
POL047336,PO000019,PRT0677,2946,56.67,166949.82
POL047337,PO014817,PRT0101,1923,10.67,20518.41
POL047338,PO010630,PRT0085,254,55.71,14150.34
POL047339,PO018544,PRT0938,3301,273.59,903120.59
POL047340,PO003616,PRT0536,4919,72.8,358103.2
POL047341,PO015174,PRT0012,969,22.81,22102.89
POL047342,PO008499,PRT0067,1531,31.26,47859.06
POL047343,PO018637,PRT0513,99,122.7,12147.3
POL047344,PO013692,PRT0923,1444,155.31,224267.64
POL047345,PO012655,PRT0497,348,63.16,21979.68
POL047346,PO011627,PRT0018,3506,167.04,585642.24
POL047347,PO016565,PRT0563,2020,147.16,297263.2
POL047348,PO011263,PRT0387,2717,43.53,118271.01
POL047349,PO009478,PRT0458,1415,14.47,20475.05
POL047350,PO018597,PRT0725,1116,37.97,42374.52
POL047351,PO012217,PRT0506,4892,92.45,452265.4
POL047352,PO003880,PRT0759,980,42.95,42091.0
POL047353,PO003328,PRT0930,2496,31.42,78424.32
POL047354,PO008874,PRT0690,3602,47.25,170194.5
POL047355,PO006857,PRT0238,517,38.44,19873.48
POL047356,PO018543,PRT0650,4376,57.8,252932.8
POL047357,PO014448,PRT0067,3706,31.26,115849.56
POL047358,PO007729,PRT0934,3180,22.9,72822.0
POL047359,PO010552,PRT0783,3556,44.89,159628.84
POL047360,PO018829,PRT0788,4962,47.82,237282.84
POL047361,PO011796,PRT0519,4495,88.22,396548.9
POL047362,PO013114,PRT0166,3364,157.3,529157.2
POL047363,PO000895,PRT0186,4131,58.63,242200.53
POL047364,PO000224,PRT0604,373,97.96,36539.08
POL047365,PO018413,PRT0402,1810,20.5,37105.0
POL047366,PO006032,PRT0132,4020,34.98,140619.6
POL047367,PO016161,PRT0076,4216,63.91,269444.56
POL047368,PO001864,PRT0798,2554,57.12,145884.48
POL047369,PO002396,PRT0581,1985,43.41,86168.85
POL047370,PO008483,PRT0435,3321,110.15,365808.15
POL047371,PO001377,PRT0395,1606,292.48,469722.88
POL047372,PO014824,PRT0692,4845,219.03,1061200.35
POL047373,PO001391,PRT0312,4995,79.76,398401.2
POL047374,PO012830,PRT0769,721,20.05,14456.05
POL047375,PO009910,PRT0915,1334,30.68,40927.12
POL047376,PO000443,PRT0038,2394,6.91,16542.54
POL047377,PO001611,PRT0624,2414,97.16,234544.24
POL047378,PO002478,PRT0297,4838,142.46,689221.48
POL047379,PO006458,PRT0565,135,86.57,11686.95
POL047380,PO018479,PRT0506,1743,92.45,161140.35
POL047381,PO001814,PRT0288,3034,53.02,160862.68
POL047382,PO002210,PRT0517,3842,49.44,189948.48
POL047383,PO007779,PRT0861,4144,158.37,656285.28
POL047384,PO012696,PRT0198,877,121.43,106494.11
POL047385,PO011872,PRT0614,4004,57.7,231030.8
POL047386,PO001152,PRT0632,2153,390.84,841478.52
POL047387,PO017319,PRT0170,1365,18.12,24733.8
POL047388,PO004956,PRT0265,67,27.06,1813.02
POL047389,PO003847,PRT0650,2333,57.8,134847.4
POL047390,PO013783,PRT0264,555,14.59,8097.45
POL047391,PO004115,PRT0297,4511,142.46,642637.06
POL047392,PO006791,PRT0990,4138,33.84,140029.92
POL047393,PO000540,PRT0495,4371,112.0,489552.0
POL047394,PO018902,PRT0656,4695,34.72,163010.4
POL047395,PO015916,PRT0189,122,16.82,2052.04
POL047396,PO008031,PRT0339,2789,214.33,597766.37
POL047397,PO001202,PRT0847,2135,104.85,223854.75
POL047398,PO014165,PRT0818,4247,67.47,286545.09
POL047399,PO000865,PRT0504,2913,185.92,541584.96
POL047400,PO000783,PRT0171,2880,16.25,46800.0
POL047401,PO019089,PRT0216,140,60.77,8507.8
POL047402,PO004751,PRT0628,2314,29.95,69304.3
POL047403,PO002785,PRT0176,3105,156.22,485063.1
POL047404,PO010325,PRT0231,403,18.46,7439.38
POL047405,PO010154,PRT0246,156,25.34,3953.04
POL047406,PO013302,PRT0940,775,46.86,36316.5
POL047407,PO019438,PRT0913,541,40.43,21872.63
POL047408,PO013533,PRT0599,1094,23.21,25391.74
POL047409,PO001095,PRT0301,4529,17.06,77264.74
POL047410,PO019796,PRT0060,4189,357.78,1498740.42
POL047411,PO017040,PRT0914,3685,116.98,431071.3
POL047412,PO014129,PRT0539,4201,74.07,311168.07
POL047413,PO007894,PRT0315,1967,94.1,185094.7
POL047414,PO019835,PRT0413,198,9.71,1922.58
POL047415,PO010443,PRT0741,657,17.55,11530.35
POL047416,PO006264,PRT0611,4020,55.9,224718.0
POL047417,PO006977,PRT0785,1153,51.82,59748.46
POL047418,PO008202,PRT0213,3922,71.04,278618.88
POL047419,PO001777,PRT0326,1487,44.85,66691.95
POL047420,PO018968,PRT0344,2553,22.07,56344.71
POL047421,PO008098,PRT0558,2146,23.43,50280.78
POL047422,PO004901,PRT0965,1202,30.82,37045.64
POL047423,PO000203,PRT0467,2625,217.6,571200.0
POL047424,PO016799,PRT0167,1466,285.82,419012.12
POL047425,PO008529,PRT0104,961,17.43,16750.23
POL047426,PO018853,PRT0951,4066,94.44,383993.04
POL047427,PO001976,PRT0423,2975,117.43,349354.25
POL047428,PO006954,PRT0369,1042,35.81,37314.02
POL047429,PO005727,PRT0237,4738,6.55,31033.9
POL047430,PO002492,PRT0458,2389,14.47,34568.83
POL047431,PO011113,PRT0334,1112,60.33,67086.96
POL047432,PO002570,PRT0545,1102,4.58,5047.16
POL047433,PO010401,PRT0330,2229,185.41,413278.89
POL047434,PO003691,PRT0899,327,318.66,104201.82
POL047435,PO010203,PRT0162,1155,62.16,71794.8
POL047436,PO009819,PRT0473,95,9.85,935.75
POL047437,PO008589,PRT0623,2461,149.25,367304.25
POL047438,PO001860,PRT0239,2768,19.5,53976.0
POL047439,PO006895,PRT0515,1676,100.76,168873.76
POL047440,PO001171,PRT0575,1390,64.3,89377.0
POL047441,PO007802,PRT0684,4306,154.6,665707.6
POL047442,PO011802,PRT0505,4945,57.18,282755.1
POL047443,PO015241,PRT0367,4056,39.62,160698.72
POL047444,PO015804,PRT0452,2796,352.81,986456.76
POL047445,PO019229,PRT0895,2839,338.5,961001.5
POL047446,PO019359,PRT0898,4992,37.24,185902.08
POL047447,PO005612,PRT0208,470,49.95,23476.5
POL047448,PO013136,PRT0809,4993,90.43,451516.99
POL047449,PO010525,PRT0517,2459,49.44,121572.96
POL047450,PO009299,PRT0323,3392,17.21,58376.32
POL047451,PO019559,PRT0273,3916,83.98,328865.68
POL047452,PO006271,PRT0809,81,90.43,7324.83
POL047453,PO002719,PRT0928,3216,216.95,697711.2
POL047454,PO005048,PRT0712,2047,134.87,276078.89
POL047455,PO006470,PRT0450,2453,14.19,34808.07
POL047456,PO017079,PRT0957,153,104.18,15939.54
POL047457,PO007081,PRT0676,3592,17.77,63829.84
POL047458,PO008283,PRT0744,371,33.81,12543.51
POL047459,PO011624,PRT0435,812,110.15,89441.8
POL047460,PO010309,PRT0586,3414,40.39,137891.46
POL047461,PO003134,PRT0237,4229,6.55,27699.95
POL047462,PO010193,PRT0139,1998,63.49,126853.02
POL047463,PO016135,PRT0852,4637,21.23,98443.51
POL047464,PO009067,PRT0630,4677,79.47,371681.19
POL047465,PO013674,PRT0043,1806,30.19,54523.14
POL047466,PO017978,PRT0930,3784,31.42,118893.28
POL047467,PO011873,PRT0026,4322,121.4,524690.8
POL047468,PO004846,PRT0454,1480,203.47,301135.6
POL047469,PO007793,PRT0183,4808,44.19,212465.52
POL047470,PO012439,PRT0738,1534,72.69,111506.46
POL047471,PO011058,PRT0133,4174,14.16,59103.84
POL047472,PO010901,PRT0553,2338,290.4,678955.2
POL047473,PO003361,PRT0969,1806,32.07,57918.42
POL047474,PO000652,PRT0700,3722,28.56,106300.32
POL047475,PO015518,PRT0852,4968,21.23,105470.64
POL047476,PO009107,PRT0245,3796,54.14,205515.44
POL047477,PO002919,PRT0086,2029,83.71,169847.59
POL047478,PO008234,PRT0785,2100,51.82,108822.0
POL047479,PO019346,PRT0202,2034,190.65,387782.1
POL047480,PO010280,PRT0744,629,33.81,21266.49
POL047481,PO018149,PRT0265,1437,27.06,38885.22
POL047482,PO005202,PRT0482,4163,58.75,244576.25
POL047483,PO010785,PRT0010,377,51.11,19268.47
POL047484,PO012768,PRT0277,2586,157.88,408277.68
POL047485,PO015745,PRT0527,1145,9.01,10316.45
POL047486,PO016993,PRT0951,4680,94.44,441979.2
POL047487,PO012034,PRT0267,3214,360.71,1159321.94
POL047488,PO012187,PRT0641,2471,25.31,62541.01
POL047489,PO018397,PRT0175,2044,41.32,84458.08
POL047490,PO013735,PRT0585,1514,110.61,167463.54
POL047491,PO019205,PRT0006,4323,104.65,452401.95
POL047492,PO009574,PRT0520,56,60.41,3382.96
POL047493,PO001371,PRT0169,1888,27.21,51372.48
POL047494,PO018926,PRT0373,2744,311.21,853960.24
POL047495,PO012615,PRT0606,4337,667.3,2894080.1
POL047496,PO009913,PRT0857,1485,17.02,25274.7
POL047497,PO004233,PRT0747,4436,38.45,170564.2
POL047498,PO019190,PRT0376,4847,17.92,86858.24
POL047499,PO017404,PRT0193,4094,156.16,639319.04
POL047500,PO016573,PRT0295,3704,44.06,163198.24
POL047501,PO004223,PRT0632,4928,390.84,1926059.52
POL047502,PO016479,PRT0810,3106,16.19,50286.14
POL047503,PO007827,PRT0680,3652,91.58,334450.16
POL047504,PO008855,PRT0957,400,104.18,41672.0
POL047505,PO019297,PRT0338,4010,25.61,102696.1
POL047506,PO012747,PRT0291,2509,28.04,70352.36
POL047507,PO008175,PRT0502,2480,305.43,757466.4
POL047508,PO005723,PRT0641,4562,25.31,115464.22
POL047509,PO001312,PRT0422,323,282.76,91331.48
POL047510,PO002441,PRT0154,4454,103.59,461389.86
POL047511,PO005073,PRT0641,2733,25.31,69172.23
POL047512,PO015815,PRT0693,4364,13.95,60877.8
POL047513,PO013086,PRT0167,3225,285.82,921769.5
POL047514,PO004248,PRT0127,4325,48.34,209070.5
POL047515,PO003310,PRT0699,3592,168.94,606832.48
POL047516,PO016274,PRT0551,4750,35.49,168577.5
POL047517,PO018422,PRT0950,2742,40.23,110310.66
POL047518,PO019118,PRT0011,2158,60.78,131163.24
POL047519,PO000765,PRT0215,654,90.16,58964.64
POL047520,PO007000,PRT0165,4399,71.57,314836.43
POL047521,PO006036,PRT0181,1519,248.12,376894.28
POL047522,PO000866,PRT0008,85,175.5,14917.5
POL047523,PO015193,PRT0696,3224,25.85,83340.4
POL047524,PO007497,PRT0777,4367,39.45,172278.15
POL047525,PO004762,PRT0970,2792,10.54,29427.68
POL047526,PO009116,PRT0268,4622,10.55,48762.1
POL047527,PO014332,PRT0882,2822,21.66,61124.52
POL047528,PO009965,PRT0311,4178,27.82,116231.96
POL047529,PO012911,PRT0782,3954,11.38,44996.52
POL047530,PO011795,PRT0606,4120,667.3,2749276.0
POL047531,PO000121,PRT0077,2687,35.5,95388.5
POL047532,PO000339,PRT0179,2543,91.89,233676.27
POL047533,PO015396,PRT0110,3756,31.2,117187.2
POL047534,PO007586,PRT0988,2870,166.05,476563.5
POL047535,PO015043,PRT0349,3702,18.64,69005.28
POL047536,PO006552,PRT0403,1959,33.25,65136.75
POL047537,PO010184,PRT0364,2024,93.5,189244.0
POL047538,PO013276,PRT0032,3101,439.83,1363912.83
POL047539,PO011698,PRT0127,2532,48.34,122396.88
POL047540,PO013621,PRT0963,4168,79.32,330605.76
POL047541,PO001471,PRT0965,213,30.82,6564.66
POL047542,PO008132,PRT0895,1724,338.5,583574.0
POL047543,PO018530,PRT0028,1511,93.68,141550.48
POL047544,PO006630,PRT0563,1615,147.16,237663.4
POL047545,PO008527,PRT0737,232,159.88,37092.16
POL047546,PO018326,PRT0556,2871,83.18,238809.78
POL047547,PO011007,PRT0627,2796,15.0,41940.0
POL047548,PO010061,PRT0600,2387,44.78,106889.86
POL047549,PO019658,PRT0958,560,180.05,100828.0
POL047550,PO012413,PRT0961,437,55.38,24201.06
POL047551,PO009450,PRT0314,1233,63.49,78283.17
POL047552,PO003344,PRT0286,873,6.95,6067.35
POL047553,PO007837,PRT0359,3531,42.87,151373.97
POL047554,PO013453,PRT0405,1031,58.29,60096.99
POL047555,PO007800,PRT0698,2137,49.79,106401.23
POL047556,PO013272,PRT0470,2933,70.85,207803.05
POL047557,PO014224,PRT0244,3069,66.19,203137.11
POL047558,PO003629,PRT0985,327,33.02,10797.54
POL047559,PO008625,PRT0120,3679,60.43,222321.97
POL047560,PO003123,PRT0142,391,387.82,151637.62
POL047561,PO003497,PRT0290,830,20.12,16699.6
POL047562,PO004056,PRT0396,1641,22.75,37332.75
POL047563,PO013401,PRT0367,1729,39.62,68502.98
POL047564,PO000872,PRT0595,1209,304.52,368164.68
POL047565,PO018517,PRT0377,2402,198.23,476148.46
POL047566,PO007628,PRT0290,108,20.12,2172.96
POL047567,PO009900,PRT0898,581,37.24,21636.44
POL047568,PO006253,PRT0550,2762,20.43,56427.66
POL047569,PO005141,PRT0260,2840,171.13,486009.2
POL047570,PO019420,PRT0804,2025,84.15,170403.75
POL047571,PO005155,PRT0584,4518,203.68,920226.24
POL047572,PO010021,PRT0233,2815,34.35,96695.25
POL047573,PO006590,PRT0803,4224,130.33,550513.92
POL047574,PO016576,PRT0900,1253,76.54,95904.62
POL047575,PO012003,PRT0264,3488,14.59,50889.92
POL047576,PO007019,PRT0111,414,7.13,2951.82
POL047577,PO001530,PRT0217,328,17.85,5854.8
POL047578,PO012243,PRT0688,3754,24.54,92123.16
POL047579,PO001118,PRT0500,3564,10.95,39025.8
POL047580,PO014862,PRT0257,4502,281.61,1267808.22
POL047581,PO011371,PRT0441,4512,45.03,203175.36
POL047582,PO009975,PRT0583,3190,54.94,175258.6
POL047583,PO017361,PRT0712,315,134.87,42484.05
POL047584,PO005646,PRT0619,2858,48.66,139070.28
POL047585,PO012292,PRT0165,1643,71.57,117589.51
POL047586,PO017840,PRT0621,2863,17.6,50388.8
POL047587,PO001912,PRT0998,2841,55.29,157078.89
POL047588,PO004538,PRT0128,3409,21.05,71759.45
POL047589,PO015102,PRT0633,1522,29.18,44411.96
POL047590,PO015874,PRT0457,683,145.13,99123.79
POL047591,PO005798,PRT0569,99,25.43,2517.57
POL047592,PO004559,PRT0723,2105,11.26,23702.3
POL047593,PO002230,PRT0367,4394,39.62,174090.28
POL047594,PO018608,PRT0917,323,53.86,17396.78
POL047595,PO002675,PRT0976,4827,7.3,35237.1
POL047596,PO003336,PRT0074,2622,115.78,303575.16
POL047597,PO015557,PRT0799,544,128.94,70143.36
POL047598,PO006836,PRT0387,807,43.53,35128.71
POL047599,PO010055,PRT0192,744,65.7,48880.8
POL047600,PO012089,PRT0432,4484,6.48,29056.32
POL047601,PO010227,PRT0845,2422,37.83,91624.26
POL047602,PO003067,PRT0322,1679,53.31,89507.49
POL047603,PO019125,PRT0544,3946,104.93,414053.78
POL047604,PO019207,PRT0477,2440,52.52,128148.8
POL047605,PO017921,PRT0927,3865,21.18,81860.7
POL047606,PO007430,PRT0343,2647,97.87,259061.89
POL047607,PO018533,PRT0663,3481,32.26,112297.06
POL047608,PO005146,PRT0537,224,16.64,3727.36
POL047609,PO014418,PRT0998,4187,55.29,231499.23
POL047610,PO015920,PRT0396,3379,22.75,76872.25
POL047611,PO015335,PRT0185,3359,91.11,306038.49
POL047612,PO013882,PRT0683,3862,21.77,84075.74
POL047613,PO014420,PRT0124,2259,10.79,24374.61
POL047614,PO012207,PRT0697,1633,186.98,305338.34
POL047615,PO003282,PRT0916,3255,141.48,460517.4
POL047616,PO014958,PRT0771,1981,58.33,115551.73
POL047617,PO006836,PRT0006,4474,104.65,468204.1
POL047618,PO012591,PRT0884,969,276.97,268383.93
POL047619,PO000458,PRT0070,1517,19.76,29975.92
POL047620,PO001995,PRT0636,2666,8.81,23487.46
POL047621,PO001016,PRT0897,2219,28.97,64284.43
POL047622,PO017736,PRT0681,3184,58.99,187824.16
POL047623,PO017343,PRT0565,2842,86.57,246031.94
POL047624,PO018085,PRT0387,4092,43.53,178124.76
POL047625,PO011695,PRT0657,1933,99.97,193242.01
POL047626,PO019545,PRT0034,2654,51.88,137689.52
POL047627,PO013033,PRT0450,3002,14.19,42598.38
POL047628,PO011133,PRT0011,1335,60.78,81141.3
POL047629,PO003492,PRT0198,1401,121.43,170123.43
POL047630,PO000909,PRT0415,4203,43.2,181569.6
POL047631,PO004701,PRT0077,3717,35.5,131953.5
POL047632,PO006817,PRT0200,3306,38.54,127413.24
POL047633,PO003491,PRT0355,543,32.62,17712.66
POL047634,PO007218,PRT0040,3453,38.76,133838.28
POL047635,PO001122,PRT0601,3872,202.74,785009.28
POL047636,PO014791,PRT0161,1343,15.18,20386.74
POL047637,PO001132,PRT0850,2607,21.65,56441.55
POL047638,PO009319,PRT0188,2699,131.72,355512.28
POL047639,PO001972,PRT0863,2737,444.91,1217718.67
POL047640,PO000535,PRT0236,2365,54.99,130051.35
POL047641,PO005913,PRT0239,167,19.5,3256.5
POL047642,PO011609,PRT0993,2717,27.17,73820.89
POL047643,PO005670,PRT0257,2538,281.61,714726.18
POL047644,PO011454,PRT0347,4242,10.4,44116.8
POL047645,PO000508,PRT0981,2616,200.87,525475.92
POL047646,PO018021,PRT0765,221,83.05,18354.05
POL047647,PO012010,PRT0812,2038,23.29,47465.02
POL047648,PO009047,PRT0838,4803,14.9,71564.7
POL047649,PO002541,PRT0100,1013,27.45,27806.85
POL047650,PO013277,PRT0035,1218,220.25,268264.5
POL047651,PO003658,PRT0339,501,214.33,107379.33
POL047652,PO016119,PRT0351,442,177.22,78331.24
POL047653,PO015428,PRT0960,424,213.65,90587.6
POL047654,PO001156,PRT0825,4613,23.19,106975.47
POL047655,PO012882,PRT0246,4455,25.34,112889.7
POL047656,PO001070,PRT0150,522,155.31,81071.82
POL047657,PO011383,PRT0138,224,25.59,5732.16
POL047658,PO019462,PRT0320,2308,29.84,68870.72
POL047659,PO018116,PRT0284,3630,12.3,44649.0
POL047660,PO015004,PRT0342,1115,40.24,44867.6
POL047661,PO011617,PRT0376,2246,17.92,40248.32
POL047662,PO001600,PRT0822,157,102.26,16054.82
POL047663,PO005346,PRT0204,4167,220.71,919698.57
POL047664,PO003987,PRT0807,1633,117.19,191371.27
POL047665,PO012811,PRT0921,1171,78.17,91537.07
POL047666,PO016684,PRT0361,81,50.17,4063.77
POL047667,PO008957,PRT0640,260,50.76,13197.6
POL047668,PO014416,PRT0491,3227,106.46,343546.42
POL047669,PO012062,PRT0700,155,28.56,4426.8
POL047670,PO007892,PRT0391,1728,16.14,27889.92
POL047671,PO014855,PRT0429,178,300.98,53574.44
POL047672,PO011772,PRT0870,3423,496.99,1701196.77
POL047673,PO018370,PRT0218,3190,103.95,331600.5
POL047674,PO016840,PRT0474,3025,98.84,298991.0
POL047675,PO016288,PRT0425,3698,55.5,205239.0
POL047676,PO013277,PRT0789,1448,119.77,173426.96
POL047677,PO015561,PRT0607,465,17.83,8290.95
POL047678,PO004291,PRT0847,3839,104.85,402519.15
POL047679,PO019854,PRT0461,4045,449.03,1816326.35
POL047680,PO005407,PRT0386,3730,162.4,605752.0
POL047681,PO005904,PRT0142,3893,387.82,1509783.26
POL047682,PO018095,PRT0132,2499,34.98,87415.02
POL047683,PO012763,PRT0673,2682,118.17,316931.94
POL047684,PO018295,PRT0201,1361,44.09,60006.49
POL047685,PO001855,PRT0199,1189,131.11,155889.79
POL047686,PO008153,PRT0260,3077,171.13,526567.01
POL047687,PO001502,PRT0201,4408,44.09,194348.72
POL047688,PO011356,PRT0684,2859,154.6,442001.4
POL047689,PO009872,PRT0354,3577,29.14,104233.78
POL047690,PO013828,PRT0179,3141,91.89,288626.49
POL047691,PO004804,PRT0089,2556,46.75,119493.0
POL047692,PO003248,PRT0705,4192,35.82,150157.44
POL047693,PO016253,PRT0951,3431,94.44,324023.64
POL047694,PO005706,PRT0844,4349,44.97,195574.53
POL047695,PO006828,PRT0631,825,8.55,7053.75
POL047696,PO014925,PRT0460,843,12.7,10706.1
POL047697,PO010419,PRT0540,2919,20.87,60919.53
POL047698,PO017359,PRT0291,3561,28.04,99850.44
POL047699,PO018217,PRT0342,4033,40.24,162287.92
POL047700,PO007571,PRT0465,3043,30.27,92111.61
POL047701,PO014662,PRT0124,3974,10.79,42879.46
POL047702,PO018043,PRT0173,2488,31.13,77451.44
POL047703,PO001655,PRT0692,1396,219.03,305765.88
POL047704,PO005228,PRT0996,3429,26.45,90697.05
POL047705,PO002485,PRT0679,2204,70.0,154280.0
POL047706,PO001223,PRT0257,860,281.61,242184.6
POL047707,PO017434,PRT0977,2343,55.56,130177.08
POL047708,PO013040,PRT0874,421,18.45,7767.45
POL047709,PO018626,PRT0266,4565,50.64,231171.6
POL047710,PO010296,PRT0189,1852,16.82,31150.64
POL047711,PO011922,PRT0435,882,110.15,97152.3
POL047712,PO002627,PRT0813,2371,105.38,249855.98
POL047713,PO011033,PRT0927,1134,21.18,24018.12
POL047714,PO007442,PRT0948,1344,19.04,25589.76
POL047715,PO012227,PRT0072,3508,394.78,1384888.24
POL047716,PO018960,PRT0130,4386,87.96,385792.56
POL047717,PO018061,PRT0279,1376,35.02,48187.52
POL047718,PO017259,PRT0464,813,39.3,31950.9
POL047719,PO011975,PRT0555,2883,43.38,125064.54
POL047720,PO015158,PRT0916,3856,141.48,545546.88
POL047721,PO019968,PRT0553,4962,290.4,1440964.8
POL047722,PO005836,PRT0582,3389,23.75,80488.75
POL047723,PO010397,PRT0866,561,98.82,55438.02
POL047724,PO018439,PRT0672,477,6.3,3005.1
POL047725,PO019192,PRT0757,1299,49.14,63832.86
POL047726,PO017055,PRT0811,2023,85.44,172845.12
POL047727,PO001924,PRT0462,1726,104.92,181091.92
POL047728,PO015828,PRT0079,4169,35.64,148583.16
POL047729,PO008333,PRT0953,4092,43.83,179352.36
POL047730,PO000891,PRT0497,1081,63.16,68275.96
POL047731,PO005126,PRT0690,3047,47.25,143970.75
POL047732,PO007873,PRT0877,72,21.89,1576.08
POL047733,PO015461,PRT0815,3075,75.6,232470.0
POL047734,PO003609,PRT0687,3022,54.74,165424.28
POL047735,PO017657,PRT0305,4357,93.52,407466.64
POL047736,PO011320,PRT0474,240,98.84,23721.6
POL047737,PO011621,PRT0712,1686,134.87,227390.82
POL047738,PO005825,PRT0046,1904,68.22,129890.88
POL047739,PO008220,PRT0833,1659,14.83,24602.97
POL047740,PO011020,PRT0458,4624,14.47,66909.28
POL047741,PO000469,PRT0709,83,6.26,519.58
POL047742,PO001379,PRT0305,600,93.52,56112.0
POL047743,PO011234,PRT0944,2281,127.95,291853.95
POL047744,PO005755,PRT0315,3050,94.1,287005.0
POL047745,PO010380,PRT0578,4466,251.92,1125074.72
POL047746,PO002394,PRT0202,4156,190.65,792341.4
POL047747,PO001043,PRT0682,3486,13.42,46782.12
POL047748,PO014864,PRT0205,4612,11.0,50732.0
POL047749,PO007799,PRT0716,2911,80.05,233025.55
POL047750,PO018333,PRT0997,4058,139.51,566131.58
POL047751,PO014527,PRT0523,389,19.49,7581.61
POL047752,PO002531,PRT0201,4564,44.09,201226.76
POL047753,PO012021,PRT0673,1096,118.17,129514.32
POL047754,PO004462,PRT0041,4600,230.68,1061128.0
POL047755,PO016426,PRT0098,4961,40.81,202458.41
POL047756,PO011623,PRT0837,4015,114.48,459637.2
POL047757,PO018587,PRT0572,4278,278.02,1189369.56
POL047758,PO000061,PRT0207,3644,50.0,182200.0
POL047759,PO001622,PRT0788,3365,47.82,160914.3
POL047760,PO001132,PRT0586,3578,40.39,144515.42
POL047761,PO010094,PRT0374,2788,71.34,198895.92
POL047762,PO016516,PRT0932,4979,149.15,742617.85
POL047763,PO018881,PRT0409,1548,36.46,56440.08
POL047764,PO005863,PRT0565,2040,86.57,176602.8
POL047765,PO015084,PRT0676,1792,17.77,31843.84
POL047766,PO019435,PRT0474,4895,98.84,483821.8
POL047767,PO013369,PRT0429,3532,300.98,1063061.36
POL047768,PO005584,PRT0456,834,17.56,14645.04
POL047769,PO007657,PRT0593,915,48.58,44450.7
POL047770,PO010520,PRT0565,1703,86.57,147428.71
POL047771,PO012283,PRT0709,3144,6.26,19681.44
POL047772,PO007664,PRT0570,2473,25.0,61825.0
POL047773,PO001318,PRT0602,2794,15.84,44256.96
POL047774,PO006159,PRT0651,4100,145.35,595935.0
POL047775,PO008477,PRT0383,3002,6.05,18162.1
POL047776,PO015602,PRT0172,4247,17.24,73218.28
POL047777,PO009915,PRT0098,2697,40.81,110064.57
POL047778,PO004247,PRT0805,503,23.39,11765.17
POL047779,PO016859,PRT0750,1982,10.75,21306.5
POL047780,PO016351,PRT0657,2986,99.97,298510.42
POL047781,PO019041,PRT0603,4395,310.11,1362933.45
POL047782,PO004427,PRT0463,2386,18.92,45143.12
POL047783,PO014154,PRT0302,3737,21.15,79037.55
POL047784,PO010687,PRT0748,2811,18.1,50879.1
POL047785,PO011658,PRT0215,457,90.16,41203.12
POL047786,PO000496,PRT0527,1318,9.01,11875.18
POL047787,PO012185,PRT0190,4668,30.12,140600.16
POL047788,PO014998,PRT0099,4342,33.25,144371.5
POL047789,PO005685,PRT0357,2972,32.63,96976.36
POL047790,PO013300,PRT0556,2320,83.18,192977.6
POL047791,PO009421,PRT0785,1723,51.82,89285.86
POL047792,PO003478,PRT0748,1599,18.1,28941.9
POL047793,PO018328,PRT0535,4278,19.66,84105.48
POL047794,PO007151,PRT0040,3878,38.76,150311.28
POL047795,PO010342,PRT0522,3852,161.77,623138.04
POL047796,PO017706,PRT0093,859,18.88,16217.92
POL047797,PO009573,PRT0108,4606,38.08,175396.48
POL047798,PO001965,PRT0411,482,225.42,108652.44
POL047799,PO013700,PRT0363,1110,30.36,33699.6
POL047800,PO013989,PRT0349,389,18.64,7250.96
POL047801,PO010497,PRT0337,280,17.11,4790.8
POL047802,PO000242,PRT0764,1085,30.67,33276.95
POL047803,PO008319,PRT0280,2872,24.33,69875.76
POL047804,PO016801,PRT0662,4056,21.38,86717.28
POL047805,PO017706,PRT0936,4614,22.16,102246.24
POL047806,PO004788,PRT0302,4089,21.15,86482.35
POL047807,PO016855,PRT0201,2710,44.09,119483.9
POL047808,PO013906,PRT0575,1077,64.3,69251.1
POL047809,PO010956,PRT0772,2875,21.12,60720.0
POL047810,PO003103,PRT0672,3624,6.3,22831.2
POL047811,PO009246,PRT0929,4456,115.86,516272.16
POL047812,PO003269,PRT0791,3398,46.7,158686.6
POL047813,PO014416,PRT0512,4120,133.53,550143.6
POL047814,PO004568,PRT0814,3344,38.75,129580.0
POL047815,PO000797,PRT0706,3861,241.39,932006.79
POL047816,PO009838,PRT0360,4846,17.09,82818.14
POL047817,PO010443,PRT0441,1422,45.03,64032.66
POL047818,PO013478,PRT0210,2973,3090.41,9187788.93
POL047819,PO003310,PRT0435,403,110.15,44390.45
POL047820,PO019065,PRT0080,477,6.75,3219.75
POL047821,PO016103,PRT0914,3829,116.98,447916.42
POL047822,PO015857,PRT0182,3322,16.68,55410.96
POL047823,PO012335,PRT0311,2138,27.82,59479.16
POL047824,PO015399,PRT0725,1755,37.97,66637.35
POL047825,PO018822,PRT0352,1277,107.8,137660.6
POL047826,PO012747,PRT0133,4076,14.16,57716.16
