KPI_ID,SupplierID,Month,TotalReceived,TotalDefective,PPM,OnTimeDeliveryRate,AverageInspectionScore,ScrapCost,OpenCARCount,SupplierQualityScore,RiskLevel
KPI001277,SUP084,2024-07-01,6633,30,4522.84,100.0,88.66,661.7,14,77.17,Medium
KPI001278,SUP027,2024-10-01,33475,10,298.73,62.5,96.53,220.57,13,74.05,High
KPI001279,SUP048,2025-10-01,35106,25,712.13,52.38,94.07,1668.87,13,72.64,High
KPI001280,SUP014,2025-02-01,26166,23,879.0,52.94,93.72,449.02,14,68.37,High
KPI001281,SUP077,2025-02-01,16207,12,740.42,66.67,93.95,724.72,20,69.52,High
KPI001282,SUP038,2026-01-01,22339,19,850.53,71.43,94.37,796.74,15,76.09,Medium
KPI001283,SUP068,2024-11-01,30045,15,499.25,66.67,95.88,472.65,15,75.09,Medium
KPI001284,SUP080,2025-01-01,48983,5,102.08,82.61,96.54,126.04,11,81.84,Medium
KPI001285,SUP025,2024-10-01,44666,20,447.77,46.15,93.73,435.51,11,72.54,High
KPI001286,SUP070,2025-07-01,18242,5,274.09,50.0,96.22,31.51,12,72.28,High
KPI001287,SUP032,2025-07-01,22948,30,1307.3,73.68,93.85,1716.12,11,76.16,Medium
KPI001288,SUP002,2025-10-01,6766,4,591.19,57.14,94.14,310.6,11,72.9,High
KPI001289,SUP009,2024-08-01,24504,31,1265.1,56.25,95.32,794.48,8,77.18,Medium
KPI001290,SUP036,2025-03-01,37946,28,737.89,68.42,94.78,1281.76,22,74.33,High
KPI001291,SUP039,2026-04-01,21320,12,562.85,66.67,95.76,346.6,18,69.09,High
KPI001292,SUP082,2025-10-01,33713,21,622.91,76.0,95.11,1134.34,22,75.5,Medium
KPI001293,SUP004,2025-05-01,3452,0,0.0,60.0,97.84,0.0,10,74.28,High
KPI001294,SUP004,2025-03-01,30201,29,960.23,50.0,94.06,769.73,10,69.86,High
KPI001295,SUP063,2024-08-01,65775,28,425.69,67.5,96.1,291.47,19,73.6,High
KPI001296,SUP085,2024-12-01,48648,26,534.45,53.85,96.11,1613.74,11,75.67,Medium
KPI001297,SUP045,2024-11-01,15691,27,1720.73,42.86,93.59,734.85,14,68.86,High
KPI001298,SUP007,2026-02-01,18023,17,943.24,92.86,95.31,519.9,12,86.0,Medium
KPI001299,SUP093,2025-09-01,20535,0,0.0,57.14,97.46,0.0,12,77.39,Medium
KPI001300,SUP010,2025-05-01,27488,28,1018.63,47.37,95.41,686.45,9,75.23,Medium
KPI001301,SUP022,2025-12-01,14765,3,203.18,71.43,94.36,94.53,16,79.58,Medium
KPI001302,SUP094,2025-03-01,27692,15,541.67,53.33,95.85,522.15,13,76.65,Medium
KPI001303,SUP038,2024-09-01,16166,15,927.87,54.55,95.06,1160.22,15,71.71,High
KPI001304,SUP007,2025-11-01,19132,8,418.15,45.45,93.98,319.6,12,75.2,Medium
KPI001305,SUP079,2025-02-01,19994,8,400.12,50.0,95.11,252.08,15,72.72,High
KPI001306,SUP035,2026-03-01,19055,15,787.19,76.92,93.67,1063.44,10,79.97,Medium
KPI001307,SUP036,2026-07-01,39767,29,729.25,79.17,92.64,1223.24,22,77.03,Medium
KPI001308,SUP087,2025-12-01,28822,22,763.31,70.59,93.0,687.59,15,78.53,Medium
KPI001309,SUP039,2025-06-01,16428,9,547.85,75.0,93.7,304.97,18,71.2,High
KPI001310,SUP092,2024-11-01,34909,29,830.73,78.95,94.39,837.26,10,82.26,Medium
KPI001311,SUP034,2025-03-01,13168,16,1215.07,57.14,95.87,630.19,19,71.23,High
KPI001312,SUP032,2025-03-01,26793,27,1007.73,46.67,90.45,1599.11,11,70.01,High
KPI001313,SUP028,2026-06-01,13441,25,1859.98,70.0,91.32,512.04,11,80.04,Medium
KPI001314,SUP074,2025-01-01,7010,8,1141.23,57.14,93.82,207.06,15,75.34,Medium
KPI001315,SUP083,2025-05-01,27730,13,468.81,57.89,94.54,346.61,14,76.99,Medium
KPI001316,SUP096,2025-03-01,9115,5,548.55,80.0,93.04,291.47,9,82.23,Medium
KPI001317,SUP036,2025-11-01,55505,19,342.31,56.25,95.66,1720.65,22,72.08,High
KPI001318,SUP063,2025-10-01,35007,18,514.18,68.75,94.36,480.53,19,73.74,High
KPI001319,SUP009,2025-11-01,10545,2,189.66,71.43,95.27,63.02,8,83.13,Medium
KPI001320,SUP016,2025-12-01,42622,6,140.77,55.0,96.49,315.1,26,73.01,High
KPI001321,SUP028,2025-06-01,40460,6,148.29,50.0,95.47,94.53,11,78.46,Medium
KPI001322,SUP095,2025-10-01,21161,4,189.03,69.23,95.26,126.04,11,81.62,Medium
KPI001323,SUP018,2026-06-01,28625,23,803.49,57.14,94.23,1428.06,16,67.77,High
KPI001324,SUP042,2024-12-01,15190,2,131.67,66.67,96.27,157.55,17,76.25,Medium
KPI001325,SUP060,2025-02-01,18567,2,107.72,44.44,96.0,78.77,13,71.62,High
KPI001326,SUP040,2025-05-01,15274,3,196.41,90.91,95.5,220.57,11,80.26,Medium
KPI001327,SUP083,2025-01-01,32157,11,342.07,68.18,94.76,330.85,14,79.82,Medium
KPI001328,SUP094,2024-12-01,40648,29,713.44,61.54,93.94,1129.83,13,78.36,Medium
KPI001329,SUP098,2026-05-01,33791,37,1094.97,58.82,93.68,1501.2,5,82.37,Medium
KPI001330,SUP066,2025-10-01,18490,14,757.17,69.23,95.67,849.62,14,77.7,Medium
KPI001331,SUP053,2026-06-01,22134,15,677.69,42.86,92.77,472.65,13,69.04,High
KPI001332,SUP017,2025-06-01,31610,5,158.18,52.94,97.0,126.04,17,69.07,High
KPI001333,SUP035,2025-06-01,23842,0,0.0,58.33,97.76,0.0,10,76.9,Medium
KPI001334,SUP030,2024-12-01,26959,8,296.75,50.0,96.29,247.57,12,74.72,High
KPI001335,SUP080,2024-07-01,5397,0,0.0,66.67,96.75,0.0,11,78.06,Medium
KPI001336,SUP048,2024-12-01,21632,5,231.14,69.23,96.67,183.43,13,77.81,Medium
KPI001337,SUP035,2025-01-01,31861,19,596.34,64.71,93.98,737.11,10,77.3,Medium
KPI001338,SUP075,2025-10-01,22029,7,317.76,50.0,96.21,364.61,15,70.59,High
KPI001339,SUP052,2025-12-01,26617,4,150.28,81.25,96.13,228.45,14,84.19,Medium
KPI001340,SUP001,2025-01-01,15715,11,699.97,57.14,94.1,414.12,20,66.67,High
KPI001341,SUP037,2025-11-01,44624,13,291.32,61.9,92.24,252.08,8,82.76,Medium
KPI001342,SUP051,2024-11-01,38579,7,181.45,54.17,95.03,133.92,17,69.27,High
KPI001343,SUP083,2024-09-01,30570,29,948.64,59.09,94.73,1030.81,14,76.33,Medium
KPI001344,SUP069,2026-04-01,24306,30,1234.26,57.14,94.25,742.73,10,73.14,High
KPI001345,SUP063,2025-07-01,22806,12,526.18,58.33,92.59,598.68,19,71.11,High
KPI001346,SUP090,2025-04-01,25404,20,787.28,82.35,93.07,1031.94,12,79.41,Medium
KPI001347,SUP064,2025-12-01,13044,21,1609.94,62.5,93.96,630.19,10,75.06,Medium
KPI001348,SUP023,2026-01-01,24075,8,332.29,57.89,96.11,310.6,13,74.84,High
KPI001349,SUP075,2024-11-01,21073,15,711.81,63.64,93.81,692.09,15,73.22,High
KPI001350,SUP054,2025-01-01,60715,15,247.06,57.14,95.5,799.0,16,74.44,High
KPI001351,SUP025,2025-11-01,34023,10,293.92,75.0,97.18,373.62,11,80.06,Medium
KPI001352,SUP070,2026-05-01,22223,31,1394.95,66.67,94.67,1649.75,12,74.2,High
KPI001353,SUP035,2024-10-01,7436,7,941.37,100.0,94.89,255.45,10,85.43,Medium
KPI001354,SUP051,2025-07-01,49734,2,40.21,68.0,96.62,144.04,17,73.01,High
KPI001355,SUP099,2026-01-01,34390,8,232.63,58.82,95.49,510.9,22,65.66,High
KPI001356,SUP069,2025-11-01,30733,10,325.38,71.43,97.06,252.07,10,78.53,Medium
KPI001357,SUP030,2025-03-01,32469,13,400.38,54.55,95.44,333.1,12,75.65,Medium
KPI001358,SUP081,2025-08-01,30271,17,561.59,73.68,95.54,722.48,9,82.26,Medium
KPI001359,SUP084,2025-02-01,24742,4,161.67,86.67,95.1,94.53,14,82.56,Medium
KPI001360,SUP093,2025-11-01,10248,1,97.58,100.0,95.9,39.39,12,87.91,Medium
KPI001361,SUP007,2026-06-01,34976,6,171.55,75.0,95.35,277.96,12,83.08,Medium
KPI001362,SUP006,2025-10-01,31380,50,1593.37,65.22,93.94,2613.03,16,72.26,High
KPI001363,SUP095,2025-12-01,22591,3,132.8,41.67,95.99,220.57,11,74.84,High
KPI001364,SUP005,2025-06-01,36059,21,582.38,63.33,94.26,815.86,16,71.69,High
KPI001365,SUP029,2025-06-01,19310,4,207.15,41.67,95.21,126.04,14,65.68,High
KPI001366,SUP038,2026-02-01,25842,5,193.48,66.67,96.52,39.39,15,76.21,Medium
KPI001367,SUP071,2025-12-01,70336,45,639.79,65.62,94.82,1089.33,9,75.04,Medium
KPI001368,SUP032,2026-03-01,42365,31,731.74,65.22,94.59,747.22,11,75.2,Medium
KPI001369,SUP081,2024-07-01,5465,7,1280.88,62.5,94.62,351.11,9,78.03,Medium
KPI001370,SUP078,2026-03-01,20210,25,1237.01,52.38,94.55,719.09,19,66.28,High
KPI001371,SUP044,2025-11-01,35519,8,225.23,77.78,95.34,228.45,9,80.18,Medium
KPI001372,SUP002,2025-11-01,28052,2,71.3,60.0,96.96,70.9,11,74.66,High
KPI001373,SUP051,2025-01-01,39801,36,904.5,65.52,90.93,1353.79,17,70.66,High
KPI001374,SUP081,2025-12-01,32383,20,617.61,63.64,93.53,645.95,9,79.64,Medium
KPI001375,SUP087,2024-12-01,35090,11,313.48,33.33,94.42,441.14,15,70.12,High
KPI001376,SUP078,2026-02-01,51276,89,1735.7,53.85,93.9,3292.73,19,65.65,High
KPI001377,SUP093,2025-12-01,11338,3,264.6,72.73,95.73,63.02,12,80.76,Medium
KPI001378,SUP079,2025-06-01,22988,6,261.01,80.0,96.44,126.04,15,80.49,Medium
KPI001379,SUP099,2024-11-01,25119,20,796.21,66.67,93.2,1070.19,22,66.49,High
KPI001380,SUP021,2026-07-01,30793,18,584.55,77.27,95.1,1008.3,9,79.9,Medium
KPI001381,SUP017,2024-08-01,27024,32,1184.13,46.67,93.98,1650.87,17,65.45,High
KPI001382,SUP001,2025-09-01,35458,29,817.87,50.0,95.38,827.13,20,64.64,High
KPI001383,SUP047,2025-05-01,23792,19,798.59,62.5,92.19,480.53,8,75.71,Medium
KPI001384,SUP005,2025-03-01,35333,16,452.83,60.0,94.55,833.88,16,71.11,High
KPI001385,SUP057,2025-07-01,16206,2,123.41,80.0,97.02,63.02,18,76.12,Medium
KPI001386,SUP033,2026-06-01,23802,1,42.01,63.64,95.54,157.55,16,74.6,High
KPI001387,SUP067,2024-12-01,16038,38,2369.37,81.82,89.71,1232.23,17,69.63,High
KPI001388,SUP092,2025-02-01,6199,3,483.95,88.89,95.69,94.53,10,85.44,Medium
KPI001389,SUP023,2024-12-01,45831,13,283.65,75.0,94.96,558.17,13,79.21,Medium
KPI001390,SUP017,2025-07-01,17513,24,1370.41,40.0,93.88,391.62,17,63.41,High
KPI001391,SUP048,2025-04-01,49574,4,80.69,75.86,96.31,133.92,13,79.77,Medium
KPI001392,SUP026,2025-12-01,26896,6,223.08,54.55,94.01,238.57,8,75.16,Medium
KPI001393,SUP067,2026-01-01,15926,20,1255.81,54.55,96.22,1772.41,17,65.04,High
KPI001394,SUP090,2026-07-01,19391,5,257.85,50.0,95.76,661.7,12,72.38,High
KPI001395,SUP009,2026-01-01,24449,12,490.82,80.0,95.3,389.37,8,84.67,Medium
KPI001396,SUP019,2026-07-01,10515,2,190.2,50.0,96.2,70.9,10,73.26,High
KPI001397,SUP002,2026-01-01,12111,0,0.0,60.0,97.43,0.0,11,74.8,High
KPI001398,SUP091,2024-10-01,24781,7,282.47,58.33,94.92,220.57,12,76.98,Medium
KPI001399,SUP079,2025-04-01,25016,0,0.0,58.33,97.14,0.0,15,75.6,Medium
KPI001400,SUP092,2024-07-01,13322,3,225.19,85.71,94.96,94.53,10,85.16,Medium
KPI001401,SUP037,2025-12-01,16809,2,118.98,60.0,96.56,31.51,8,82.63,Medium
KPI001402,SUP052,2026-04-01,28193,10,354.7,60.0,93.88,696.58,14,78.47,Medium
KPI001403,SUP004,2024-11-01,48754,5,102.56,65.38,96.28,173.3,10,75.42,Medium
KPI001404,SUP085,2025-04-01,19771,7,354.05,66.67,95.76,543.54,11,79.23,Medium
KPI001405,SUP052,2025-07-01,22832,13,569.38,69.23,95.09,498.53,14,80.34,Medium
KPI001406,SUP078,2026-06-01,36351,18,495.17,69.57,94.49,422.0,19,72.06,High
KPI001407,SUP053,2024-10-01,14979,0,0.0,80.0,96.82,0.0,13,79.68,Medium
KPI001408,SUP088,2024-12-01,38684,29,749.66,85.0,95.0,679.7,16,81.97,Medium
KPI001409,SUP006,2025-04-01,26686,13,487.15,43.75,95.27,540.17,16,69.11,High
KPI001410,SUP025,2025-06-01,57200,39,681.82,63.33,94.16,1130.97,11,76.36,Medium
KPI001411,SUP085,2024-08-01,48618,16,329.1,65.22,93.97,259.96,11,78.92,Medium
KPI001412,SUP031,2025-04-01,24739,9,363.8,73.33,95.57,259.96,6,87.06,Medium
KPI001413,SUP034,2025-05-01,25906,12,463.21,68.42,95.92,423.13,19,75.55,Medium
KPI001414,SUP023,2025-12-01,24081,16,664.42,75.0,96.1,283.59,13,78.45,Medium
KPI001415,SUP070,2025-09-01,22680,25,1102.29,77.78,93.65,433.26,12,77.57,Medium
KPI001416,SUP068,2026-07-01,19826,25,1260.97,70.59,94.0,598.68,15,74.54,High
KPI001417,SUP039,2025-11-01,38090,25,656.34,70.0,95.24,417.5,18,69.74,High
KPI001418,SUP017,2025-11-01,34084,24,704.14,57.69,94.0,1127.59,17,69.16,High
KPI001419,SUP010,2026-04-01,29352,10,340.69,50.0,97.01,252.07,9,77.24,Medium
KPI001420,SUP005,2025-10-01,29917,8,267.41,57.89,95.01,309.47,16,70.96,High
KPI001421,SUP032,2026-07-01,14655,48,3275.33,50.0,92.7,1465.19,11,66.31,High
KPI001422,SUP027,2024-12-01,7626,13,1704.69,66.67,91.46,283.59,13,72.28,High
KPI001423,SUP085,2025-09-01,19912,11,552.43,83.33,94.64,283.59,11,83.0,Medium
KPI001424,SUP077,2024-10-01,56625,27,476.82,75.0,94.58,1121.95,20,72.13,High
KPI001425,SUP088,2025-04-01,35931,16,445.3,56.0,95.4,1112.96,16,75.33,Medium
KPI001426,SUP076,2026-01-01,12714,6,471.92,66.67,94.04,126.04,13,78.62,Medium
KPI001427,SUP075,2025-02-01,7626,1,131.13,75.0,96.52,31.51,15,77.22,Medium
KPI001428,SUP048,2026-04-01,10916,10,916.09,42.86,93.89,622.31,13,69.85,High
KPI001429,SUP031,2024-12-01,33074,36,1088.47,89.47,91.1,2079.63,6,89.65,Medium
KPI001430,SUP027,2025-06-01,12564,17,1353.07,84.62,91.84,378.12,13,77.47,Medium
KPI001431,SUP010,2024-07-01,7274,15,2062.14,50.0,94.82,441.13,9,73.8,High
KPI001432,SUP086,2024-10-01,39773,51,1282.28,58.33,93.46,1252.51,11,72.62,High
KPI001433,SUP085,2025-08-01,41266,36,872.39,66.67,93.33,1054.44,11,78.19,Medium
KPI001434,SUP011,2026-07-01,46052,32,694.87,46.15,95.4,2247.3,18,68.88,High
KPI001435,SUP015,2026-04-01,26746,14,523.44,33.33,95.47,513.15,17,69.24,High
KPI001436,SUP073,2025-07-01,26111,5,191.49,69.23,94.99,252.08,12,76.64,Medium
KPI001437,SUP067,2025-04-01,22753,24,1054.81,50.0,93.6,711.21,17,64.31,High
KPI001438,SUP066,2025-07-01,58272,15,257.41,73.33,95.14,459.14,14,79.72,Medium
KPI001439,SUP010,2026-01-01,43260,55,1271.38,70.0,93.54,1276.14,9,80.38,Medium
KPI001440,SUP018,2024-11-01,17166,7,407.78,60.0,96.03,212.69,16,69.28,High
KPI001441,SUP030,2024-11-01,14463,11,760.56,70.0,94.13,414.13,12,78.79,Medium
KPI001442,SUP011,2024-10-01,17706,20,1129.56,72.22,94.7,1411.17,18,74.52,High
KPI001443,SUP066,2025-02-01,20792,34,1635.24,83.33,92.48,774.23,14,79.47,Medium
KPI001444,SUP086,2026-05-01,26407,4,151.47,68.75,95.32,153.05,11,77.48,Medium
KPI001445,SUP009,2026-03-01,32216,8,248.32,85.71,96.19,133.92,8,86.58,Medium
KPI001446,SUP041,2026-05-01,57575,15,260.53,77.14,94.73,252.08,21,73.45,High
KPI001447,SUP084,2026-07-01,17328,10,577.1,57.14,93.57,126.04,14,74.35,High
KPI001448,SUP067,2026-03-01,32742,17,519.21,57.14,95.1,409.63,17,67.16,High
KPI001449,SUP061,2026-03-01,40214,45,1119.01,77.78,94.96,2162.89,17,76.17,Medium
KPI001450,SUP007,2024-12-01,52445,46,877.11,64.71,95.32,817.0,12,79.1,Medium
KPI001451,SUP015,2025-06-01,22190,19,856.24,73.33,92.01,414.12,17,78.58,Medium
KPI001452,SUP037,2025-04-01,18652,29,1554.79,80.0,92.93,2241.67,8,84.76,Medium
KPI001453,SUP062,2025-05-01,25053,33,1317.21,62.5,90.52,876.64,8,81.13,Medium
KPI001454,SUP083,2025-07-01,29010,8,275.77,47.06,95.39,340.98,14,74.67,High
KPI001455,SUP020,2024-11-01,26119,46,1761.17,41.18,93.93,1600.23,14,64.07,High
KPI001456,SUP002,2025-02-01,13531,20,1478.09,45.45,96.95,378.11,11,68.2,High
KPI001457,SUP083,2026-07-01,34235,3,87.63,47.06,96.4,70.9,14,75.05,Medium
KPI001458,SUP014,2026-07-01,24788,27,1089.24,80.0,96.58,787.74,14,74.71,High
KPI001459,SUP031,2024-08-01,28510,12,420.9,57.14,95.44,472.64,6,82.9,Medium
KPI001460,SUP026,2025-06-01,25616,14,546.53,66.67,93.82,252.08,8,77.54,Medium
KPI001461,SUP080,2024-08-01,23349,18,770.91,68.75,91.4,425.38,11,77.04,Medium
KPI001462,SUP015,2025-05-01,16541,6,362.74,38.46,96.92,640.31,17,70.85,High
KPI001463,SUP011,2024-12-01,25257,11,435.52,58.33,94.96,63.02,18,72.44,High
KPI001464,SUP069,2025-09-01,20272,7,345.3,54.55,96.34,110.28,10,74.27,High
KPI001465,SUP085,2024-10-01,21401,8,373.81,53.33,96.19,94.53,11,75.86,Medium
KPI001466,SUP086,2025-12-01,27388,5,182.56,88.89,96.97,450.13,11,82.46,Medium
KPI001467,SUP087,2024-08-01,35720,21,587.91,66.67,94.64,554.79,15,77.9,Medium
KPI001468,SUP027,2025-05-01,23159,12,518.16,66.67,95.09,858.63,13,74.66,High
KPI001469,SUP090,2024-07-01,2849,0,0.0,100.0,98.85,0.0,12,85.39,Medium
KPI001470,SUP056,2025-12-01,20366,11,540.12,77.78,94.99,590.81,10,78.58,Medium
KPI001471,SUP019,2024-12-01,24432,17,695.81,61.54,93.32,1466.3,10,75.13,Medium
KPI001472,SUP049,2025-08-01,27077,19,701.7,58.82,94.5,689.83,9,78.33,Medium
KPI001473,SUP042,2026-07-01,5364,2,372.86,80.0,94.07,144.04,17,79.1,Medium
KPI001474,SUP067,2024-10-01,31633,0,0.0,70.59,98.12,0.0,17,71.57,High
KPI001475,SUP074,2025-04-01,19190,24,1250.65,66.67,92.59,616.69,15,77.5,Medium
KPI001476,SUP050,2025-08-01,23715,25,1054.19,80.0,93.93,396.12,12,79.0,Medium
KPI001477,SUP058,2025-09-01,27494,12,436.46,57.89,95.77,534.54,11,71.64,High
KPI001478,SUP027,2025-03-01,11180,2,178.89,50.0,96.34,63.02,13,71.17,High
KPI001479,SUP057,2024-12-01,10414,27,2592.66,42.86,94.71,850.76,18,61.9,High
KPI001480,SUP040,2026-07-01,18335,10,545.4,54.55,96.26,220.57,11,70.47,High
KPI001481,SUP028,2025-07-01,9381,12,1279.18,84.62,95.47,330.84,11,84.85,Medium
KPI001482,SUP043,2024-08-01,18922,12,634.18,40.0,94.61,196.94,10,73.2,High
KPI001483,SUP006,2026-07-01,18435,7,379.71,75.0,93.73,228.45,16,77.14,Medium
KPI001484,SUP063,2026-02-01,30884,17,550.45,61.9,95.22,751.73,19,71.95,High
KPI001485,SUP046,2025-03-01,17802,31,1741.38,50.0,93.92,1309.89,15,68.82,High
KPI001486,SUP089,2025-01-01,46016,25,543.29,77.78,94.79,540.16,15,79.59,Medium
KPI001487,SUP091,2025-10-01,33836,14,413.76,88.89,94.47,382.61,12,84.35,Medium
KPI001488,SUP051,2024-08-01,20992,3,142.91,61.11,96.2,94.53,17,71.08,High
KPI001489,SUP037,2026-02-01,32568,12,368.46,82.35,95.7,1331.27,8,87.72,Medium
KPI001490,SUP029,2026-02-01,8838,3,339.44,62.5,96.15,189.06,14,70.62,High
KPI001491,SUP032,2024-09-01,14501,2,137.92,60.0,95.6,63.02,11,75.08,Medium
KPI001492,SUP040,2025-03-01,20317,12,590.64,63.64,96.82,819.24,11,72.65,High
KPI001493,SUP022,2026-05-01,25704,35,1361.66,66.67,95.27,993.67,16,76.07,Medium
KPI001494,SUP096,2025-04-01,25214,4,158.64,71.43,95.86,141.79,9,80.87,Medium
KPI001495,SUP019,2026-05-01,26566,12,451.71,62.5,95.0,815.87,10,75.86,Medium
KPI001496,SUP067,2025-05-01,24997,23,920.11,38.46,95.75,525.54,17,61.69,High
KPI001497,SUP008,2025-06-01,50284,33,656.27,57.14,93.97,909.28,20,66.7,High
KPI001498,SUP096,2025-08-01,27405,10,364.9,58.33,95.81,220.57,9,77.18,Medium
KPI001499,SUP087,2026-05-01,8222,0,0.0,66.67,98.07,0.0,15,79.08,Medium
KPI001500,SUP042,2026-06-01,22677,13,573.27,61.54,92.42,621.19,17,74.08,High
KPI001501,SUP057,2026-06-01,8630,0,0.0,85.71,98.68,0.0,18,77.8,Medium
KPI001502,SUP008,2026-04-01,38539,41,1063.86,78.95,93.87,2097.62,20,71.34,High
KPI001503,SUP001,2025-10-01,8262,2,242.07,44.44,94.67,144.04,20,64.41,High
KPI001504,SUP039,2025-04-01,19300,1,51.81,77.78,96.39,157.55,18,72.89,High
KPI001505,SUP098,2026-01-01,34968,13,371.77,52.38,95.06,566.04,5,82.21,Medium
KPI001506,SUP015,2025-02-01,12545,12,956.56,77.78,93.18,521.03,17,79.49,Medium
KPI001507,SUP013,2026-06-01,36325,15,412.94,76.19,94.94,734.85,11,83.4,Medium
KPI001508,SUP013,2025-09-01,10042,5,497.91,87.5,96.8,408.5,11,86.06,Medium
KPI001509,SUP041,2025-10-01,36089,13,360.22,57.89,95.52,890.15,21,68.44,High
KPI001510,SUP024,2025-10-01,16103,3,186.3,66.67,94.68,110.28,16,75.12,Medium
KPI001511,SUP096,2025-01-01,45166,37,819.2,42.86,93.53,1805.04,9,72.41,High
KPI001512,SUP051,2025-03-01,39039,29,742.85,61.54,94.62,818.12,17,69.99,High
KPI001513,SUP012,2024-11-01,26635,31,1163.88,66.67,94.85,908.15,18,70.16,High
KPI001514,SUP086,2026-04-01,17311,13,750.97,58.33,94.87,291.47,11,73.68,High
KPI001515,SUP087,2025-10-01,38615,12,310.76,61.9,95.19,414.13,15,77.27,Medium
KPI001516,SUP021,2024-09-01,17731,0,0.0,16.67,98.38,0.0,9,65.92,High
KPI001517,SUP091,2025-01-01,29060,17,585.0,69.23,93.68,378.12,12,79.1,Medium
KPI001518,SUP016,2025-07-01,22756,20,878.89,66.67,94.3,1850.05,26,74.45,High
KPI001519,SUP008,2025-01-01,32836,12,365.45,61.11,95.91,173.31,20,68.27,High
KPI001520,SUP078,2024-12-01,23123,27,1167.67,53.85,95.73,1165.85,19,66.79,High
KPI001521,SUP023,2025-01-01,33110,22,664.45,66.67,96.07,1693.62,13,76.37,Medium
KPI001522,SUP065,2026-07-01,18415,22,1194.68,53.33,92.12,901.41,11,71.43,High
KPI001523,SUP057,2024-07-01,7097,2,281.81,60.0,95.15,31.51,18,70.8,High
KPI001524,SUP026,2026-01-01,34280,8,233.37,70.0,95.22,717.96,8,79.0,Medium
KPI001525,SUP002,2024-09-01,27204,2,73.52,57.14,96.72,212.69,11,73.94,High
KPI001526,SUP010,2026-02-01,20635,16,775.38,60.0,93.01,1309.89,9,78.87,Medium
KPI001527,SUP016,2024-11-01,20428,5,244.76,76.92,97.39,63.02,26,78.28,Medium
KPI001528,SUP028,2025-02-01,24188,31,1281.63,50.0,93.65,1297.52,11,76.19,Medium
KPI001529,SUP022,2025-06-01,25084,16,637.86,72.22,94.68,470.39,16,78.91,Medium
KPI001530,SUP028,2024-12-01,31321,13,415.06,57.89,94.24,358.98,11,79.9,Medium
KPI001531,SUP098,2025-03-01,23169,9,388.45,35.71,95.9,301.59,5,78.01,Medium
KPI001532,SUP064,2026-01-01,27208,26,955.6,75.0,95.98,760.73,10,79.49,Medium
KPI001533,SUP085,2025-05-01,18952,7,369.35,57.89,97.21,184.56,11,77.01,Medium
KPI001534,SUP002,2026-06-01,31924,47,1472.25,80.0,94.98,1752.15,11,76.85,Medium
KPI001535,SUP097,2025-09-01,35238,40,1135.14,55.0,93.37,1000.43,11,71.74,High
KPI001536,SUP092,2026-07-01,3765,0,0.0,33.33,97.48,0.0,10,72.52,High
KPI001537,SUP010,2026-05-01,21050,11,522.57,81.82,95.69,252.08,9,84.83,Medium
KPI001538,SUP046,2026-01-01,13599,29,2132.51,55.56,94.77,1684.63,15,69.43,High
KPI001539,SUP069,2025-07-01,43129,11,255.05,79.17,95.47,370.24,10,80.61,Medium
KPI001540,SUP024,2024-09-01,27451,6,218.57,56.25,96.62,279.09,16,72.45,High
KPI001541,SUP035,2025-08-01,20177,20,991.23,47.06,95.51,259.96,10,72.1,High
KPI001542,SUP077,2026-06-01,41060,36,876.77,57.14,92.14,1186.12,20,66.86,High
KPI001543,SUP058,2025-04-01,28414,2,70.39,40.0,94.85,70.9,11,67.9,High
KPI001544,SUP033,2025-11-01,20459,10,488.78,57.14,94.71,254.33,16,72.09,High
KPI001545,SUP001,2025-07-01,33737,2,59.28,63.64,96.32,196.94,20,69.57,High
KPI001546,SUP092,2025-04-01,5836,20,3427.0,80.0,89.37,441.13,10,77.33,Medium
KPI001547,SUP097,2026-07-01,28301,8,282.68,70.59,95.39,291.46,11,77.34,Medium
KPI001548,SUP007,2025-10-01,20022,19,948.96,60.0,95.24,828.24,12,77.78,Medium
KPI001549,SUP093,2025-02-01,26060,32,1227.94,25.0,93.76,611.06,12,66.9,High
KPI001550,SUP038,2025-08-01,25983,18,692.76,61.11,93.67,1173.73,15,73.82,High
KPI001551,SUP083,2025-06-01,36216,26,717.91,57.14,90.89,760.73,14,76.31,Medium
KPI001552,SUP076,2026-06-01,24723,60,2426.89,46.67,93.19,918.28,13,69.71,High
KPI001553,SUP009,2025-03-01,15742,27,1715.16,90.0,93.32,975.67,8,84.72,Medium
KPI001554,SUP061,2026-04-01,31041,46,1481.91,80.77,94.32,1361.65,17,76.19,Medium
KPI001555,SUP076,2025-03-01,16116,8,496.4,66.67,95.2,220.57,13,78.57,Medium
KPI001556,SUP025,2026-07-01,3389,2,590.14,60.0,93.91,31.51,11,75.72,Medium
KPI001557,SUP062,2025-01-01,27378,15,547.89,69.23,96.04,340.98,8,84.36,Medium
KPI001558,SUP030,2025-05-01,26281,13,494.65,46.15,95.99,557.04,12,73.36,High
KPI001559,SUP040,2026-02-01,33200,10,301.2,69.23,96.22,225.07,11,74.63,High
KPI001560,SUP090,2026-03-01,47419,26,548.3,56.52,94.98,1211.99,12,73.43,High
KPI001561,SUP053,2025-05-01,7837,0,0.0,50.0,97.61,0.0,13,72.18,High
KPI001562,SUP088,2025-08-01,33419,11,329.15,57.89,95.76,270.08,16,76.03,Medium
