PO_ID,SupplierID,PlantID,OrderDate,DueDate,POStatus,TotalAmount
PO009802,SUP053,PLT003,2025-01-15,2025-01-31,Closed,593080.65
PO009803,SUP058,PLT006,2026-06-06,2026-07-17,Closed,1065953.46
PO009804,SUP026,PLT003,2025-10-01,2025-10-21,Delayed,1392958.89
PO009805,SUP036,PLT006,2026-01-04,2026-02-09,Closed,1581084.48
PO009806,SUP056,PLT006,2026-05-28,2026-06-29,Open,329823.09
PO009807,SUP018,PLT004,2024-09-30,2024-10-20,Closed,487112.74
PO009808,SUP080,PLT004,2025-10-31,2025-12-13,Closed,613652.81
PO009809,SUP077,PLT002,2025-12-09,2026-01-06,Closed,3586196.79
PO009810,SUP037,PLT001,2025-02-16,2025-03-31,Open,674029.59
PO009811,SUP003,PLT002,2025-11-09,2025-11-21,Closed,114588.42
PO009812,SUP006,PLT004,2025-07-11,2025-08-14,Closed,2118025.54
PO009813,SUP088,PLT005,2024-06-27,2024-07-11,Closed,611902.37
PO009814,SUP039,PLT005,2025-08-08,2025-09-09,Closed,437496.84
PO009815,SUP061,PLT005,2025-10-27,2025-12-02,Closed,1364451.87
PO009816,SUP067,PLT002,2025-12-13,2026-01-01,Cancelled,810466.37
PO009817,SUP055,PLT001,2025-09-21,2025-09-29,Closed,2712313.67
PO009818,SUP042,PLT004,2025-01-03,2025-01-23,Closed,731935.67
PO009819,SUP035,PLT006,2025-08-10,2025-09-09,Delayed,2723759.9
PO009820,SUP076,PLT002,2025-09-25,2025-11-04,Closed,66702.38
PO009821,SUP045,PLT006,2025-03-13,2025-03-21,Closed,460517.37
PO009822,SUP053,PLT001,2026-05-05,2026-05-23,Closed,139420.82
PO009823,SUP004,PLT006,2025-10-30,2025-12-05,Closed,726171.25
PO009824,SUP061,PLT003,2024-07-23,2024-09-01,Closed,1437937.24
PO009825,SUP008,PLT004,2024-08-26,2024-10-02,Open,320795.01
PO009826,SUP088,PLT001,2026-04-03,2026-05-14,Delayed,1063267.36
PO009827,SUP024,PLT002,2024-11-25,2025-01-09,Closed,455867.06
PO009828,SUP013,PLT002,2026-05-16,2026-06-17,Closed,892869.59
PO009829,SUP025,PLT004,2026-06-19,2026-07-04,Closed,433741.99
PO009830,SUP077,PLT006,2025-03-28,2025-04-27,Closed,362783.94
PO009831,SUP087,PLT001,2026-02-22,2026-03-20,Closed,770676.29
PO009832,SUP032,PLT004,2026-04-26,2026-05-16,Closed,2291964.65
PO009833,SUP058,PLT001,2024-09-28,2024-11-06,Closed,671037.4
PO009834,SUP100,PLT001,2024-09-23,2024-11-01,Closed,254200.52
PO009835,SUP098,PLT001,2025-03-25,2025-04-05,Closed,544982.3
PO009836,SUP083,PLT003,2025-06-08,2025-07-10,Open,538652.31
PO009837,SUP055,PLT003,2025-03-27,2025-04-04,Open,527738.55
PO009838,SUP059,PLT005,2025-04-06,2025-04-15,Closed,2590888.54
PO009839,SUP088,PLT006,2025-03-19,2025-04-29,Closed,1283765.69
PO009840,SUP094,PLT003,2025-10-06,2025-11-15,Closed,25471.81
PO009841,SUP002,PLT002,2025-02-04,2025-02-23,Closed,1188660.88
PO009842,SUP060,PLT002,2024-12-07,2025-01-05,Closed,715885.23
PO009843,SUP085,PLT003,2025-02-27,2025-03-27,Closed,1453551.03
PO009844,SUP038,PLT003,2026-01-18,2026-01-25,Closed,2463136.88
PO009845,SUP024,PLT005,2025-07-16,2025-08-22,Open,76107.8
PO009846,SUP025,PLT001,2025-05-11,2025-05-18,Closed,861316.13
PO009847,SUP065,PLT002,2025-04-06,2025-05-18,Closed,753081.25
PO009848,SUP033,PLT002,2025-09-12,2025-10-13,Closed,2512992.61
PO009849,SUP055,PLT004,2026-03-13,2026-03-25,Closed,1935743.63
PO009850,SUP096,PLT005,2025-09-16,2025-10-13,Closed,1252688.29
PO009851,SUP034,PLT003,2025-04-01,2025-04-25,Closed,535135.72
PO009852,SUP072,PLT006,2026-04-13,2026-05-25,Closed,2185882.19
PO009853,SUP096,PLT005,2025-09-06,2025-10-03,Closed,1195339.01
PO009854,SUP024,PLT006,2025-01-23,2025-02-11,Open,1554274.98
PO009855,SUP056,PLT001,2025-06-24,2025-07-24,Closed,721681.9
PO009856,SUP020,PLT004,2024-08-14,2024-09-11,Closed,57191.2
PO009857,SUP016,PLT006,2024-08-09,2024-08-19,Closed,1612536.98
PO009858,SUP084,PLT001,2024-11-20,2024-12-10,Closed,236162.63
PO009859,SUP077,PLT006,2025-01-26,2025-03-12,Closed,635284.42
PO009860,SUP026,PLT002,2026-03-06,2026-04-06,Open,226363.16
PO009861,SUP022,PLT002,2025-11-15,2025-12-30,Closed,1813919.91
PO009862,SUP046,PLT003,2024-06-30,2024-08-01,Delayed,362650.53
PO009863,SUP004,PLT004,2025-04-23,2025-05-15,Closed,2195629.57
PO009864,SUP016,PLT003,2026-05-25,2026-07-08,Closed,1393314.88
PO009865,SUP024,PLT006,2025-09-18,2025-09-28,Closed,3156358.06
PO009866,SUP004,PLT001,2026-05-08,2026-05-25,Open,911667.72
PO009867,SUP046,PLT002,2024-12-29,2025-02-12,Open,2166704.61
PO009868,SUP001,PLT001,2025-06-27,2025-07-24,Closed,0.0
PO009869,SUP011,PLT006,2025-03-13,2025-04-01,Delayed,2833952.74
PO009870,SUP090,PLT001,2024-12-17,2025-01-01,Closed,1225793.73
PO009871,SUP067,PLT002,2025-11-16,2025-12-17,Closed,14785603.21
PO009872,SUP039,PLT005,2024-12-09,2024-12-19,Closed,397472.91
PO009873,SUP073,PLT002,2025-05-18,2025-05-27,Delayed,783707.05
PO009874,SUP045,PLT003,2026-04-16,2026-04-26,Closed,85170.15
PO009875,SUP028,PLT005,2026-05-23,2026-06-27,Closed,763930.56
PO009876,SUP077,PLT004,2025-06-02,2025-07-10,Closed,2786924.25
PO009877,SUP068,PLT006,2025-07-05,2025-08-18,Closed,170402.15
PO009878,SUP082,PLT006,2025-11-08,2025-12-06,Closed,173132.14
PO009879,SUP014,PLT003,2025-12-21,2026-01-30,Closed,428782.05
PO009880,SUP021,PLT004,2026-03-02,2026-04-12,Open,1154892.05
PO009881,SUP098,PLT005,2026-04-09,2026-04-28,Closed,770622.81
PO009882,SUP036,PLT002,2025-05-13,2025-06-16,Closed,1128392.84
PO009883,SUP065,PLT003,2025-04-27,2025-05-10,Closed,11059932.02
PO009884,SUP047,PLT006,2025-05-06,2025-06-05,Closed,358263.29
PO009885,SUP100,PLT005,2026-06-01,2026-07-04,Closed,1072010.17
PO009886,SUP044,PLT003,2025-07-24,2025-08-05,Closed,269519.48
PO009887,SUP007,PLT005,2024-08-19,2024-09-10,Open,881261.81
PO009888,SUP094,PLT006,2025-06-01,2025-07-05,Closed,195900.7
PO009889,SUP039,PLT003,2025-04-16,2025-05-14,Closed,1083950.66
PO009890,SUP050,PLT001,2026-06-06,2026-07-12,Closed,1206527.11
PO009891,SUP002,PLT006,2025-07-27,2025-08-24,Closed,10452044.53
PO009892,SUP071,PLT003,2025-08-31,2025-10-09,Closed,1766072.16
PO009893,SUP092,PLT003,2026-04-21,2026-05-05,Closed,1394503.78
PO009894,SUP074,PLT002,2024-10-02,2024-11-10,Closed,1092675.06
PO009895,SUP053,PLT006,2026-03-02,2026-03-27,Closed,346341.12
PO009896,SUP043,PLT001,2024-10-02,2024-10-24,Closed,1224552.96
PO009897,SUP077,PLT003,2025-01-19,2025-02-21,Closed,291464.57
PO009898,SUP077,PLT006,2024-10-07,2024-11-05,Closed,1348204.04
PO009899,SUP048,PLT003,2025-03-20,2025-04-09,Closed,985967.09
PO009900,SUP008,PLT005,2025-08-27,2025-09-07,Closed,668075.74
PO009901,SUP085,PLT002,2025-09-02,2025-09-17,Closed,1387845.4
PO009902,SUP039,PLT004,2024-07-23,2024-08-20,Closed,120868.73
PO009903,SUP081,PLT004,2026-06-01,2026-07-06,Delayed,0.0
PO009904,SUP048,PLT005,2026-06-08,2026-07-02,Closed,799773.62
PO009905,SUP037,PLT006,2025-09-22,2025-10-22,Open,596628.8
PO009906,SUP066,PLT004,2024-06-27,2024-07-17,Open,258056.34
PO009907,SUP095,PLT005,2025-07-09,2025-08-03,Closed,1607469.5
PO009908,SUP062,PLT005,2026-02-08,2026-03-02,Closed,524805.34
PO009909,SUP003,PLT004,2026-05-02,2026-05-11,Open,168055.26
PO009910,SUP043,PLT003,2025-10-13,2025-11-07,Closed,597215.26
PO009911,SUP071,PLT003,2025-05-30,2025-06-24,Closed,158006.12
PO009912,SUP060,PLT003,2025-01-20,2025-02-22,Delayed,823956.81
PO009913,SUP056,PLT004,2026-01-12,2026-01-25,Open,12822651.91
PO009914,SUP044,PLT004,2025-07-10,2025-08-22,Closed,1685794.04
PO009915,SUP016,PLT002,2025-02-28,2025-04-07,Closed,1130934.76
PO009916,SUP029,PLT003,2025-11-27,2026-01-10,Delayed,608129.22
PO009917,SUP100,PLT004,2026-02-01,2026-02-18,Closed,2168269.08
PO009918,SUP080,PLT006,2025-04-23,2025-05-16,Closed,1056792.24
PO009919,SUP039,PLT001,2025-08-21,2025-09-21,Closed,339418.7
PO009920,SUP063,PLT002,2025-09-02,2025-09-18,Closed,1320273.33
PO009921,SUP047,PLT002,2025-03-30,2025-05-01,Closed,547719.81
PO009922,SUP048,PLT001,2025-10-30,2025-11-24,Closed,394780.38
PO009923,SUP036,PLT001,2026-03-11,2026-03-30,Closed,284138.56
PO009924,SUP008,PLT003,2026-05-07,2026-05-17,Closed,668707.84
PO009925,SUP044,PLT005,2025-10-26,2025-11-25,Closed,2736722.61
PO009926,SUP046,PLT003,2024-07-26,2024-08-20,Closed,1078390.27
PO009927,SUP047,PLT004,2025-06-02,2025-06-30,Closed,785610.75
PO009928,SUP055,PLT005,2026-01-18,2026-02-01,Delayed,291603.8
PO009929,SUP027,PLT003,2025-03-19,2025-04-08,Closed,332656.7
PO009930,SUP090,PLT004,2025-11-02,2025-12-09,Closed,442662.35
PO009931,SUP072,PLT005,2026-04-16,2026-04-26,Closed,154131.64
PO009932,SUP039,PLT006,2024-09-19,2024-09-26,Closed,1418531.52
PO009933,SUP065,PLT004,2026-01-30,2026-02-07,Closed,100618.22
PO009934,SUP038,PLT002,2026-03-03,2026-03-13,Open,486750.68
PO009935,SUP048,PLT003,2025-12-27,2026-01-08,Closed,2200838.63
PO009936,SUP042,PLT002,2025-01-05,2025-02-16,Open,273277.11
PO009937,SUP059,PLT005,2024-12-25,2025-02-07,Closed,784502.36
PO009938,SUP072,PLT004,2025-10-14,2025-11-15,Closed,206990.18
PO009939,SUP009,PLT006,2026-03-07,2026-03-29,Closed,2221474.18
PO009940,SUP068,PLT005,2026-04-05,2026-04-14,Delayed,797639.3
PO009941,SUP065,PLT005,2025-04-21,2025-05-31,Closed,925192.34
PO009942,SUP012,PLT001,2025-06-11,2025-06-19,Closed,2672040.9
PO009943,SUP026,PLT005,2026-01-21,2026-03-04,Open,936662.26
PO009944,SUP048,PLT002,2026-02-07,2026-02-20,Closed,12932310.5
PO009945,SUP052,PLT003,2025-08-14,2025-08-31,Open,16388.75
PO009946,SUP088,PLT006,2026-06-03,2026-06-22,Closed,182239.76
PO009947,SUP074,PLT004,2025-12-01,2025-12-21,Closed,616060.48
PO009948,SUP006,PLT002,2026-05-03,2026-06-16,Delayed,2847422.97
PO009949,SUP070,PLT005,2026-04-17,2026-05-09,Closed,2092418.25
PO009950,SUP022,PLT006,2025-10-22,2025-12-01,Cancelled,434996.87
PO009951,SUP072,PLT005,2024-12-07,2024-12-18,Closed,1045725.92
PO009952,SUP039,PLT003,2024-08-24,2024-10-03,Delayed,384965.37
PO009953,SUP067,PLT001,2025-09-08,2025-10-13,Closed,948392.26
PO009954,SUP099,PLT004,2025-06-30,2025-08-02,Closed,839375.77
PO009955,SUP096,PLT003,2025-08-11,2025-09-02,Closed,1676936.89
PO009956,SUP095,PLT001,2026-03-17,2026-04-01,Closed,52916.66
PO009957,SUP066,PLT006,2025-01-02,2025-01-28,Open,1601055.77
PO009958,SUP024,PLT006,2025-12-31,2026-01-25,Closed,665280.8
PO009959,SUP038,PLT004,2024-10-06,2024-11-09,Closed,1000287.15
PO009960,SUP040,PLT003,2026-03-22,2026-04-24,Closed,2046589.87
PO009961,SUP060,PLT006,2026-06-13,2026-07-06,Closed,1101411.8
PO009962,SUP098,PLT004,2024-07-03,2024-07-20,Closed,1452952.9
PO009963,SUP053,PLT002,2025-05-11,2025-06-14,Closed,1383206.09
PO009964,SUP067,PLT001,2024-12-25,2025-01-21,Closed,605265.6
PO009965,SUP061,PLT004,2026-06-23,2026-08-04,Closed,658663.12
PO009966,SUP035,PLT005,2025-08-01,2025-08-27,Closed,640027.38
PO009967,SUP050,PLT005,2025-04-01,2025-04-27,Closed,1147245.09
PO009968,SUP040,PLT003,2024-12-24,2025-01-05,Closed,271167.09
PO009969,SUP073,PLT005,2024-12-02,2024-12-22,Closed,139395.51
PO009970,SUP012,PLT003,2024-10-18,2024-11-09,Closed,850173.7
PO009971,SUP052,PLT003,2025-09-17,2025-10-21,Closed,1655519.33
PO009972,SUP079,PLT003,2025-03-14,2025-04-02,Open,1042817.89
PO009973,SUP081,PLT004,2026-05-30,2026-06-15,Closed,532159.54
PO009974,SUP098,PLT001,2026-04-09,2026-05-23,Closed,2320332.91
PO009975,SUP049,PLT003,2026-01-02,2026-02-14,Closed,1395907.64
PO009976,SUP050,PLT004,2024-10-21,2024-12-04,Closed,138218.66
PO009977,SUP009,PLT001,2025-11-09,2025-12-19,Closed,93186.24
PO009978,SUP024,PLT002,2025-01-11,2025-02-21,Closed,857790.81
PO009979,SUP032,PLT006,2025-03-10,2025-03-26,Closed,777193.29
PO009980,SUP035,PLT004,2026-05-01,2026-05-16,Closed,1586960.53
PO009981,SUP024,PLT001,2025-10-04,2025-10-19,Closed,424406.95
PO009982,SUP030,PLT004,2024-11-15,2024-12-05,Closed,945861.46
PO009983,SUP007,PLT004,2025-06-15,2025-07-09,Closed,141262.22
PO009984,SUP027,PLT005,2025-02-01,2025-02-12,Closed,138292.3
PO009985,SUP091,PLT005,2025-05-10,2025-06-05,Delayed,926880.54
PO009986,SUP065,PLT002,2026-05-30,2026-07-07,Open,931559.84
PO009987,SUP043,PLT003,2026-05-30,2026-06-22,Closed,1154086.44
PO009988,SUP087,PLT004,2025-08-17,2025-09-13,Closed,1449377.21
PO009989,SUP059,PLT005,2026-01-16,2026-02-15,Closed,290984.12
PO009990,SUP007,PLT003,2025-09-17,2025-09-24,Closed,1080230.72
PO009991,SUP051,PLT006,2024-12-07,2024-12-22,Closed,276519.92
PO009992,SUP034,PLT006,2026-04-15,2026-05-19,Closed,512506.61
PO009993,SUP034,PLT002,2025-07-26,2025-09-09,Delayed,594691.21
PO009994,SUP022,PLT004,2025-03-01,2025-03-22,Open,619914.93
PO009995,SUP014,PLT003,2025-12-02,2026-01-04,Delayed,1642102.82
PO009996,SUP025,PLT003,2024-10-03,2024-11-01,Closed,965954.51
PO009997,SUP006,PLT001,2024-07-06,2024-07-24,Closed,353751.59
PO009998,SUP088,PLT005,2025-05-17,2025-05-29,Closed,635702.71
PO009999,SUP059,PLT006,2025-03-31,2025-04-23,Open,1284313.22
PO010000,SUP018,PLT001,2024-11-06,2024-12-06,Closed,326305.76
PO010001,SUP081,PLT005,2025-03-28,2025-04-09,Open,0.0
PO010002,SUP045,PLT006,2025-03-27,2025-05-06,Delayed,155892.3
PO010003,SUP044,PLT004,2025-07-17,2025-07-25,Closed,882632.6
PO010004,SUP031,PLT002,2026-03-19,2026-04-01,Closed,183996.2
PO010005,SUP041,PLT001,2026-05-03,2026-06-14,Closed,70425.4
PO010006,SUP025,PLT002,2026-06-12,2026-07-05,Closed,1793624.02
PO010007,SUP065,PLT004,2025-11-01,2025-12-14,Closed,758392.4
PO010008,SUP091,PLT002,2025-12-07,2026-01-09,Closed,796980.1
PO010009,SUP086,PLT005,2024-09-09,2024-10-17,Closed,1085400.06
PO010010,SUP100,PLT003,2025-12-24,2026-01-03,Open,1495627.51
PO010011,SUP071,PLT001,2025-07-31,2025-08-20,Open,535618.86
PO010012,SUP096,PLT005,2025-11-24,2025-12-03,Closed,707674.56
PO010013,SUP095,PLT004,2025-10-12,2025-10-23,Open,200577.28
PO010014,SUP020,PLT002,2024-08-16,2024-09-15,Closed,250528.74
PO010015,SUP035,PLT003,2026-01-10,2026-02-19,Closed,2088949.37
PO010016,SUP075,PLT004,2025-01-24,2025-02-18,Closed,214247.77
PO010017,SUP003,PLT003,2025-04-24,2025-06-08,Closed,274576.56
PO010018,SUP003,PLT006,2024-09-20,2024-10-27,Closed,785202.29
PO010019,SUP013,PLT001,2024-06-28,2024-08-01,Closed,424583.28
PO010020,SUP041,PLT005,2026-04-14,2026-05-04,Closed,1102392.88
PO010021,SUP040,PLT001,2024-12-07,2024-12-16,Closed,1394044.7
PO010022,SUP094,PLT006,2024-11-05,2024-12-12,Closed,636928.65
PO010023,SUP029,PLT001,2024-07-13,2024-07-27,Closed,468135.36
PO010024,SUP077,PLT002,2025-08-30,2025-09-06,Closed,513797.22
PO010025,SUP014,PLT004,2024-08-20,2024-09-04,Closed,595827.0
PO010026,SUP037,PLT003,2026-05-27,2026-07-02,Closed,935675.79
PO010027,SUP059,PLT001,2025-04-25,2025-05-14,Closed,1367667.41
PO010028,SUP031,PLT002,2024-07-07,2024-08-11,Open,471108.17
PO010029,SUP011,PLT005,2025-01-25,2025-02-16,Open,203702.06
PO010030,SUP032,PLT001,2025-01-30,2025-02-24,Closed,1670592.84
PO010031,SUP053,PLT003,2024-10-04,2024-11-07,Closed,1657728.6
PO010032,SUP023,PLT002,2026-06-14,2026-06-23,Closed,51578.0
PO010033,SUP053,PLT003,2026-01-06,2026-01-18,Closed,216568.14
PO010034,SUP054,PLT002,2025-08-15,2025-08-23,Closed,55403.6
PO010035,SUP043,PLT003,2025-08-17,2025-09-13,Open,2227741.53
PO010036,SUP018,PLT001,2024-12-30,2025-02-04,Closed,410944.54
PO010037,SUP081,PLT004,2026-05-23,2026-06-24,Closed,657116.78
PO010038,SUP059,PLT006,2025-09-15,2025-10-01,Closed,315641.88
PO010039,SUP001,PLT003,2024-11-05,2024-11-12,Delayed,1420180.51
PO010040,SUP071,PLT004,2024-12-22,2025-01-25,Open,289811.02
PO010041,SUP001,PLT003,2026-06-11,2026-07-25,Closed,651419.86
PO010042,SUP099,PLT001,2025-05-18,2025-05-29,Delayed,1043409.16
PO010043,SUP090,PLT005,2026-01-22,2026-02-03,Open,3735845.29
PO010044,SUP059,PLT006,2024-10-29,2024-11-29,Closed,981137.53
PO010045,SUP031,PLT003,2025-05-25,2025-06-12,Closed,437719.48
PO010046,SUP074,PLT002,2025-11-23,2025-12-12,Closed,854495.86
PO010047,SUP003,PLT006,2025-10-02,2025-10-23,Closed,1548970.41
PO010048,SUP068,PLT003,2025-04-28,2025-05-22,Closed,1920840.2
PO010049,SUP011,PLT004,2025-09-15,2025-10-12,Closed,1807928.54
PO010050,SUP057,PLT005,2025-08-10,2025-08-20,Closed,1369996.7
PO010051,SUP014,PLT006,2024-09-10,2024-09-26,Closed,0.0
PO010052,SUP019,PLT003,2024-12-06,2024-12-15,Closed,636540.97
PO010053,SUP053,PLT006,2026-02-17,2026-03-12,Closed,772548.86
PO010054,SUP081,PLT006,2025-02-22,2025-03-22,Closed,367395.04
PO010055,SUP074,PLT001,2025-01-15,2025-01-29,Open,67996.05
PO010056,SUP039,PLT001,2025-02-10,2025-02-19,Closed,0.0
PO010057,SUP042,PLT006,2024-11-03,2024-11-14,Closed,546532.48
PO010058,SUP005,PLT003,2025-01-23,2025-03-03,Open,1711353.76
PO010059,SUP029,PLT002,2025-09-03,2025-10-18,Closed,1280327.91
PO010060,SUP093,PLT002,2025-07-15,2025-08-14,Closed,37825.6
PO010061,SUP026,PLT002,2024-07-20,2024-08-22,Open,332052.34
PO010062,SUP091,PLT003,2024-08-13,2024-09-19,Closed,779834.3
PO010063,SUP060,PLT006,2026-05-17,2026-06-05,Closed,331757.25
PO010064,SUP074,PLT005,2025-10-08,2025-10-15,Closed,129398.6
PO010065,SUP052,PLT003,2026-05-27,2026-06-10,Closed,1761285.13
PO010066,SUP005,PLT006,2026-03-30,2026-05-04,Closed,53021.53
PO010067,SUP060,PLT001,2025-12-17,2025-12-30,Closed,741159.19
PO010068,SUP057,PLT001,2026-01-02,2026-01-26,Open,265959.22
PO010069,SUP044,PLT006,2025-03-07,2025-03-25,Closed,429363.09
PO010070,SUP071,PLT006,2026-04-17,2026-05-04,Closed,151872.17
PO010071,SUP028,PLT006,2024-08-30,2024-09-20,Closed,1096546.57
PO010072,SUP012,PLT004,2024-07-20,2024-08-26,Closed,289831.62
PO010073,SUP048,PLT004,2025-09-22,2025-11-02,Closed,1142347.32
PO010074,SUP049,PLT005,2025-07-11,2025-08-16,Closed,612821.52
PO010075,SUP046,PLT005,2024-09-27,2024-10-06,Open,822428.01
PO010076,SUP089,PLT005,2025-06-12,2025-07-04,Closed,1585989.32
PO010077,SUP008,PLT006,2025-06-06,2025-06-17,Closed,961258.77
PO010078,SUP076,PLT001,2026-05-08,2026-06-07,Closed,356499.15
PO010079,SUP099,PLT005,2025-08-21,2025-10-05,Closed,637132.06
PO010080,SUP063,PLT005,2024-10-10,2024-10-21,Closed,643923.02
PO010081,SUP037,PLT006,2025-03-26,2025-04-26,Closed,149764.91
PO010082,SUP078,PLT006,2024-08-12,2024-09-21,Closed,186091.82
PO010083,SUP006,PLT004,2025-04-05,2025-05-01,Closed,116017.92
PO010084,SUP046,PLT002,2026-01-12,2026-02-06,Delayed,1171691.79
PO010085,SUP074,PLT002,2024-09-24,2024-10-22,Delayed,949780.51
PO010086,SUP060,PLT001,2025-07-02,2025-08-01,Closed,471919.66
PO010087,SUP048,PLT001,2024-08-29,2024-09-29,Closed,737498.08
PO010088,SUP024,PLT001,2025-07-25,2025-08-26,Closed,796408.18
PO010089,SUP055,PLT002,2025-06-28,2025-07-25,Closed,1520802.33
PO010090,SUP058,PLT001,2024-09-10,2024-09-28,Closed,1401131.36
PO010091,SUP053,PLT001,2025-08-31,2025-09-17,Closed,565753.62
PO010092,SUP095,PLT001,2025-06-26,2025-07-27,Open,1159066.53
PO010093,SUP066,PLT001,2024-10-22,2024-11-25,Closed,1818061.83
PO010094,SUP078,PLT002,2025-12-08,2025-12-16,Closed,395625.25
PO010095,SUP076,PLT006,2025-12-24,2025-12-31,Open,399066.51
PO010096,SUP074,PLT001,2024-11-05,2024-11-29,Closed,223454.84
PO010097,SUP084,PLT004,2024-12-21,2025-01-01,Open,1253038.11
PO010098,SUP018,PLT004,2025-11-02,2025-11-21,Closed,409218.39
PO010099,SUP068,PLT001,2025-12-10,2025-12-27,Closed,282264.89
PO010100,SUP060,PLT004,2025-11-27,2026-01-06,Closed,1693469.53
PO010101,SUP007,PLT001,2024-08-28,2024-10-05,Closed,1307463.86
PO010102,SUP060,PLT002,2025-11-07,2025-12-21,Closed,708959.13
PO010103,SUP017,PLT001,2025-02-28,2025-04-08,Open,1469147.16
PO010104,SUP055,PLT006,2025-03-12,2025-04-09,Closed,429571.1
PO010105,SUP052,PLT003,2024-09-17,2024-11-01,Closed,3926015.45
PO010106,SUP058,PLT002,2024-12-06,2025-01-13,Closed,51930.81
PO010107,SUP047,PLT004,2026-02-10,2026-03-27,Closed,1268060.89
PO010108,SUP088,PLT001,2024-09-25,2024-11-07,Cancelled,759212.81
PO010109,SUP020,PLT001,2024-07-28,2024-08-14,Closed,315020.04
PO010110,SUP027,PLT003,2024-07-25,2024-08-08,Closed,337861.48
PO010111,SUP095,PLT006,2025-04-13,2025-05-26,Closed,736287.38
PO010112,SUP094,PLT005,2025-10-14,2025-11-08,Closed,124469.51
PO010113,SUP046,PLT001,2026-05-09,2026-05-27,Open,552050.64
PO010114,SUP014,PLT004,2026-04-19,2026-05-18,Closed,92909.67
PO010115,SUP093,PLT005,2025-10-06,2025-10-30,Closed,144402.51
PO010116,SUP025,PLT003,2026-02-12,2026-03-21,Closed,686918.09
PO010117,SUP017,PLT006,2025-01-13,2025-02-24,Open,1407467.03
PO010118,SUP034,PLT005,2025-06-25,2025-08-02,Closed,418469.62
PO010119,SUP064,PLT004,2024-08-27,2024-09-21,Closed,187906.7
PO010120,SUP079,PLT005,2025-01-24,2025-02-23,Closed,596357.97
PO010121,SUP084,PLT005,2024-08-07,2024-09-04,Closed,187852.97
PO010122,SUP031,PLT003,2025-12-21,2026-01-31,Closed,397716.9
PO010123,SUP076,PLT004,2024-06-30,2024-08-13,Closed,1008173.74
PO010124,SUP045,PLT002,2025-07-10,2025-07-28,Closed,544894.39
PO010125,SUP079,PLT002,2025-04-03,2025-04-15,Open,409364.6
PO010126,SUP033,PLT004,2026-01-11,2026-02-11,Closed,359832.78
PO010127,SUP020,PLT004,2025-05-06,2025-05-20,Closed,0.0
PO010128,SUP074,PLT001,2025-02-28,2025-03-14,Closed,812843.82
PO010129,SUP074,PLT002,2025-11-27,2026-01-10,Closed,0.0
PO010130,SUP087,PLT001,2024-07-16,2024-08-07,Closed,1933994.46
PO010131,SUP032,PLT005,2024-10-28,2024-11-08,Closed,1183937.09
PO010132,SUP006,PLT003,2024-10-01,2024-10-21,Closed,1076046.48
PO010133,SUP017,PLT005,2024-08-26,2024-10-05,Closed,1125841.26
PO010134,SUP048,PLT002,2025-11-05,2025-12-12,Closed,672475.62
PO010135,SUP023,PLT004,2026-04-15,2026-05-13,Closed,710125.19
PO010136,SUP018,PLT005,2025-06-05,2025-06-15,Closed,606234.1
PO010137,SUP063,PLT003,2025-09-11,2025-10-23,Closed,716742.9
PO010138,SUP015,PLT002,2025-06-27,2025-07-11,Closed,271881.42
PO010139,SUP076,PLT006,2025-07-22,2025-08-23,Closed,899094.44
PO010140,SUP096,PLT003,2025-03-06,2025-03-31,Open,405035.88
PO010141,SUP074,PLT002,2025-06-08,2025-06-29,Closed,148132.32
PO010142,SUP075,PLT002,2026-05-17,2026-06-01,Open,351998.0
PO010143,SUP066,PLT004,2026-01-31,2026-03-08,Closed,773504.13
PO010144,SUP032,PLT005,2024-12-02,2024-12-09,Closed,110369.06
PO010145,SUP048,PLT006,2025-12-08,2026-01-12,Closed,544646.12
PO010146,SUP042,PLT004,2024-09-08,2024-10-05,Closed,474169.51
PO010147,SUP093,PLT004,2024-07-10,2024-08-17,Closed,239050.5
PO010148,SUP011,PLT004,2026-06-07,2026-07-20,Closed,141575.91
PO010149,SUP017,PLT006,2025-07-26,2025-08-06,Closed,170765.33
PO010150,SUP083,PLT003,2025-05-08,2025-06-03,Closed,905716.44
PO010151,SUP065,PLT006,2024-11-22,2024-12-14,Open,2465163.63
PO010152,SUP064,PLT003,2025-11-17,2025-12-15,Open,1951871.44
PO010153,SUP019,PLT004,2026-04-23,2026-06-06,Closed,249104.45
PO010154,SUP066,PLT001,2024-10-08,2024-11-01,Closed,79051.49
PO010155,SUP049,PLT005,2024-08-05,2024-08-24,Closed,483661.1
PO010156,SUP058,PLT006,2025-08-05,2025-09-04,Closed,2468541.18
PO010157,SUP024,PLT005,2024-10-26,2024-11-28,Closed,240517.82
PO010158,SUP074,PLT001,2024-07-01,2024-07-20,Closed,241310.35
PO010159,SUP059,PLT001,2026-05-09,2026-06-09,Closed,671233.2
PO010160,SUP041,PLT003,2024-11-13,2024-12-24,Open,862102.05
PO010161,SUP098,PLT003,2026-01-24,2026-03-08,Closed,2289730.74
PO010162,SUP083,PLT003,2025-08-04,2025-09-17,Closed,428746.86
PO010163,SUP008,PLT006,2025-12-14,2025-12-27,Open,745681.67
PO010164,SUP019,PLT004,2025-12-13,2026-01-08,Closed,908402.04
PO010165,SUP061,PLT003,2024-07-28,2024-09-10,Closed,441230.41
