DefectID,InspectionID,DefectCategoryID,RootCauseID,DefectQuantity,Severity,ScrapQuantity,ReworkQuantity,DefectCost
DFT005529,INS019952,DEF010,RC007,7,Minor,0,7,220.57
DFT005530,INS019961,DEF010,RC002,1,Minor,0,1,31.51
DFT005531,INS019968,DEF006,RC007,5,Major,5,0,562.67
DFT005532,INS019970,DEF008,RC003,1,Major,1,0,112.53
DFT005533,INS019978,DEF005,RC002,1,Minor,0,1,31.51
DFT005534,INS019987,DEF009,RC010,1,Minor,0,1,31.51
DFT005535,INS019989,DEF008,RC005,1,Minor,0,1,31.51
DFT005536,INS019993,DEF012,RC004,2,Minor,0,2,63.02
DFT005537,INS019999,DEF005,RC010,1,Minor,1,0,90.03
DFT005538,INS020012,DEF009,RC008,4,Minor,0,4,126.04
DFT005539,INS020013,DEF006,RC003,2,Major,2,0,225.07
DFT005540,INS020017,DEF004,RC002,1,Major,0,1,39.39
DFT005541,INS020020,DEF001,RC004,1,Critical,1,0,157.55
DFT005542,INS020021,DEF011,RC001,3,Major,3,0,337.6
DFT005543,INS020022,DEF001,RC004,5,Minor,0,5,157.55
DFT005544,INS020023,DEF007,RC007,8,Minor,0,8,252.07
DFT005545,INS020024,DEF007,RC010,4,Minor,0,4,126.04
DFT005546,INS020029,DEF003,RC004,1,Major,0,1,39.39
DFT005547,INS020029,DEF001,RC008,1,Major,1,0,112.53
DFT005548,INS020032,DEF001,RC001,1,Major,0,1,39.39
DFT005549,INS020051,DEF001,RC009,7,Minor,0,7,220.57
DFT005550,INS020056,DEF001,RC007,3,Major,3,0,337.6
DFT005551,INS020058,DEF012,RC009,17,Minor,0,17,535.66
DFT005552,INS020060,DEF004,RC008,1,Minor,0,1,31.51
DFT005553,INS020062,DEF003,RC003,2,Major,2,0,225.07
DFT005554,INS020063,DEF006,RC009,6,Major,2,4,382.61
DFT005555,INS020069,DEF002,RC004,1,Major,1,0,112.53
DFT005556,INS020070,DEF004,RC005,1,Major,0,1,39.39
DFT005557,INS020079,DEF009,RC009,4,Minor,0,4,126.04
DFT005558,INS020084,DEF010,RC004,3,Critical,3,0,472.64
DFT005559,INS020090,DEF005,RC004,2,Minor,0,2,63.02
DFT005560,INS020094,DEF007,RC005,1,Major,1,0,112.53
DFT005561,INS020107,DEF004,RC008,1,Minor,0,1,31.51
DFT005562,INS020111,DEF006,RC006,2,Minor,0,2,63.02
DFT005563,INS020112,DEF005,RC006,2,Minor,0,2,63.02
DFT005564,INS020113,DEF005,RC005,1,Minor,0,1,31.51
DFT005565,INS020120,DEF005,RC004,7,Major,1,6,348.85
DFT005566,INS020123,DEF007,RC002,1,Minor,0,1,31.51
DFT005567,INS020127,DEF007,RC002,1,Minor,0,1,31.51
DFT005568,INS020127,DEF012,RC001,1,Minor,0,1,31.51
DFT005569,INS020134,DEF006,RC005,1,Major,0,1,39.39
DFT005570,INS020136,DEF005,RC004,4,Minor,1,3,184.55
DFT005571,INS020137,DEF004,RC005,2,Minor,0,2,63.02
DFT005572,INS020141,DEF010,RC006,1,Major,0,1,39.39
DFT005573,INS020148,DEF001,RC002,1,Minor,0,1,31.51
DFT005574,INS020150,DEF003,RC008,2,Critical,2,0,315.09
DFT005575,INS020150,DEF010,RC008,2,Major,2,0,225.07
DFT005576,INS020150,DEF002,RC008,1,Minor,0,1,31.51
DFT005577,INS020152,DEF011,RC001,5,Minor,0,5,157.55
DFT005578,INS020160,DEF010,RC004,5,Minor,0,5,157.55
DFT005579,INS020161,DEF007,RC006,1,Minor,0,1,31.51
DFT005580,INS020164,DEF012,RC005,1,Minor,0,1,31.51
DFT005581,INS020172,DEF009,RC005,7,Major,7,0,787.73
DFT005582,INS020179,DEF001,RC001,2,Minor,0,2,63.02
DFT005583,INS020181,DEF012,RC010,3,Major,0,3,118.16
DFT005584,INS020183,DEF003,RC010,1,Minor,0,1,31.51
DFT005585,INS020185,DEF010,RC006,1,Minor,0,1,31.51
DFT005586,INS020187,DEF012,RC008,1,Major,0,1,39.39
DFT005587,INS020196,DEF003,RC009,1,Critical,1,0,157.55
DFT005588,INS020197,DEF012,RC002,2,Minor,0,2,63.02
DFT005589,INS020200,DEF005,RC006,5,Minor,0,5,157.55
DFT005590,INS020215,DEF007,RC004,5,Minor,0,5,157.55
DFT005591,INS020225,DEF012,RC009,1,Major,0,1,39.39
DFT005592,INS020227,DEF008,RC001,4,Minor,0,4,126.04
DFT005593,INS020229,DEF012,RC010,2,Minor,0,2,63.02
DFT005594,INS020233,DEF002,RC004,1,Major,1,0,112.53
DFT005595,INS020236,DEF002,RC005,1,Minor,0,1,31.51
DFT005596,INS020241,DEF004,RC006,3,Major,1,2,191.31
DFT005597,INS020241,DEF011,RC004,2,Minor,0,2,63.02
DFT005598,INS020244,DEF006,RC007,1,Minor,0,1,31.51
DFT005599,INS020245,DEF001,RC003,4,Major,3,1,376.99
DFT005600,INS020256,DEF008,RC008,1,Major,1,0,112.53
DFT005601,INS020257,DEF003,RC002,2,Critical,2,0,315.09
DFT005602,INS020261,DEF012,RC001,1,Major,0,1,39.39
DFT005603,INS020266,DEF007,RC002,1,Minor,0,1,31.51
DFT005604,INS020268,DEF012,RC002,1,Critical,1,0,157.55
DFT005605,INS020271,DEF010,RC008,12,Major,2,10,618.93
DFT005606,INS020282,DEF005,RC008,1,Critical,1,0,157.55
DFT005607,INS020283,DEF003,RC004,2,Critical,2,0,315.09
DFT005608,INS020292,DEF009,RC008,4,Minor,0,4,126.04
DFT005609,INS020292,DEF009,RC002,1,Minor,0,1,31.51
DFT005610,INS020296,DEF003,RC002,1,Minor,0,1,31.51
DFT005611,INS020296,DEF003,RC007,1,Minor,0,1,31.51
DFT005612,INS020297,DEF011,RC007,1,Major,0,1,39.39
DFT005613,INS020304,DEF006,RC004,1,Major,1,0,112.53
DFT005614,INS020309,DEF007,RC005,1,Major,0,1,39.39
DFT005615,INS020310,DEF012,RC001,1,Minor,1,0,90.03
DFT005616,INS020311,DEF012,RC010,1,Minor,0,1,31.51
DFT005617,INS020320,DEF001,RC009,5,Major,3,2,416.37
DFT005618,INS020330,DEF012,RC007,2,Minor,0,2,63.02
DFT005619,INS020330,DEF012,RC001,1,Minor,0,1,31.51
DFT005620,INS020333,DEF012,RC007,4,Major,4,0,450.13
DFT005621,INS020345,DEF007,RC003,10,Minor,0,10,315.09
DFT005622,INS020346,DEF005,RC005,1,Minor,0,1,31.51
DFT005623,INS020352,DEF007,RC006,2,Minor,0,2,63.02
DFT005624,INS020358,DEF002,RC008,19,Minor,0,19,598.68
DFT005625,INS020361,DEF001,RC004,1,Minor,0,1,31.51
DFT005626,INS020363,DEF003,RC007,2,Minor,1,1,121.54
DFT005627,INS020368,DEF004,RC003,7,Major,4,3,568.29
DFT005628,INS020371,DEF006,RC008,8,Minor,0,8,252.07
DFT005629,INS020377,DEF001,RC008,1,Major,0,1,39.39
DFT005630,INS020379,DEF004,RC006,1,Minor,0,1,31.51
DFT005631,INS020381,DEF005,RC008,7,Major,5,2,641.44
DFT005632,INS020400,DEF006,RC009,4,Minor,0,4,126.04
DFT005633,INS020402,DEF001,RC001,1,Major,0,1,39.39
DFT005634,INS020403,DEF007,RC010,1,Minor,0,1,31.51
DFT005635,INS020404,DEF005,RC003,2,Minor,0,2,63.02
DFT005636,INS020412,DEF009,RC004,8,Minor,0,8,252.07
DFT005637,INS020414,DEF004,RC008,2,Minor,0,2,63.02
DFT005638,INS020414,DEF004,RC002,1,Minor,0,1,31.51
DFT005639,INS020422,DEF012,RC001,1,Minor,0,1,31.51
DFT005640,INS020424,DEF004,RC005,1,Minor,0,1,31.51
DFT005641,INS020425,DEF004,RC004,1,Major,0,1,39.39
DFT005642,INS020426,DEF006,RC007,1,Minor,0,1,31.51
DFT005643,INS020429,DEF011,RC001,3,Minor,0,3,94.53
DFT005644,INS020429,DEF010,RC009,2,Major,2,0,225.07
DFT005645,INS020432,DEF008,RC007,19,Major,17,2,1991.84
DFT005646,INS020436,DEF011,RC007,1,Minor,0,1,31.51
DFT005647,INS020442,DEF012,RC003,1,Minor,0,1,31.51
DFT005648,INS020445,DEF004,RC008,10,Major,6,4,832.75
DFT005649,INS020446,DEF006,RC004,1,Minor,0,1,31.51
DFT005650,INS020451,DEF010,RC007,5,Minor,0,5,157.55
DFT005651,INS020465,DEF003,RC009,1,Minor,0,1,31.51
DFT005652,INS020468,DEF008,RC010,5,Minor,0,5,157.55
DFT005653,INS020470,DEF004,RC004,1,Major,0,1,39.39
DFT005654,INS020471,DEF002,RC010,2,Major,2,0,225.07
DFT005655,INS020474,DEF006,RC006,1,Major,0,1,39.39
DFT005656,INS020475,DEF001,RC007,1,Minor,0,1,31.51
DFT005657,INS020476,DEF007,RC001,2,Minor,0,2,63.02
DFT005658,INS020477,DEF007,RC008,1,Major,1,0,112.53
DFT005659,INS020481,DEF009,RC010,2,Major,0,2,78.77
DFT005660,INS020487,DEF001,RC004,9,Minor,0,9,283.58
DFT005661,INS020487,DEF008,RC007,1,Minor,0,1,31.51
DFT005662,INS020491,DEF007,RC004,8,Minor,0,8,252.07
DFT005663,INS020494,DEF004,RC010,2,Minor,0,2,63.02
DFT005664,INS020499,DEF004,RC009,5,Minor,0,5,157.55
DFT005665,INS020504,DEF006,RC007,1,Minor,0,1,31.51
DFT005666,INS020505,DEF004,RC001,1,Minor,0,1,31.51
DFT005667,INS020512,DEF003,RC008,1,Minor,0,1,31.51
DFT005668,INS020516,DEF003,RC006,2,Major,1,1,151.92
DFT005669,INS020519,DEF012,RC003,1,Critical,1,0,157.55
DFT005670,INS020528,DEF009,RC008,3,Minor,0,3,94.53
DFT005671,INS020538,DEF011,RC007,1,Major,0,1,39.39
DFT005672,INS020541,DEF001,RC005,5,Minor,0,5,157.55
DFT005673,INS020547,DEF001,RC008,7,Critical,4,3,795.61
DFT005674,INS020547,DEF007,RC005,5,Major,3,2,416.37
DFT005675,INS020547,DEF009,RC010,4,Major,4,0,450.13
DFT005676,INS020548,DEF006,RC005,2,Minor,0,2,63.02
DFT005677,INS020549,DEF010,RC001,1,Minor,0,1,31.51
DFT005678,INS020550,DEF012,RC006,6,Critical,3,3,638.06
DFT005679,INS020555,DEF006,RC008,2,Major,1,1,151.92
DFT005680,INS020558,DEF010,RC005,3,Major,1,2,191.31
DFT005681,INS020560,DEF004,RC009,4,Major,0,4,157.55
DFT005682,INS020562,DEF012,RC006,1,Minor,0,1,31.51
DFT005683,INS020563,DEF007,RC007,2,Major,0,2,78.77
DFT005684,INS020564,DEF008,RC009,2,Major,1,1,151.92
DFT005685,INS020568,DEF009,RC009,5,Minor,0,5,157.55
DFT005686,INS020571,DEF005,RC006,1,Minor,0,1,31.51
DFT005687,INS020577,DEF004,RC009,1,Minor,0,1,31.51
DFT005688,INS020578,DEF004,RC001,1,Minor,0,1,31.51
DFT005689,INS020588,DEF003,RC005,1,Minor,0,1,31.51
DFT005690,INS020591,DEF009,RC007,5,Minor,1,4,216.06
DFT005691,INS020595,DEF002,RC006,2,Minor,0,2,63.02
DFT005692,INS020600,DEF001,RC009,1,Minor,0,1,31.51
DFT005693,INS020604,DEF005,RC007,7,Minor,0,7,220.57
DFT005694,INS020607,DEF004,RC008,13,Minor,0,13,409.62
DFT005695,INS020607,DEF007,RC010,1,Major,0,1,39.39
DFT005696,INS020609,DEF003,RC003,1,Major,0,1,39.39
DFT005697,INS020618,DEF004,RC010,1,Major,1,0,112.53
DFT005698,INS020624,DEF007,RC009,1,Minor,0,1,31.51
DFT005699,INS020625,DEF005,RC002,3,Minor,0,3,94.53
DFT005700,INS020632,DEF003,RC009,4,Major,3,1,376.99
DFT005701,INS020633,DEF004,RC009,2,Minor,0,2,63.02
DFT005702,INS020635,DEF003,RC010,2,Major,1,1,151.92
DFT005703,INS020636,DEF009,RC001,1,Critical,1,0,157.55
DFT005704,INS020652,DEF005,RC006,1,Minor,0,1,31.51
DFT005705,INS020653,DEF009,RC001,4,Major,0,4,157.55
DFT005706,INS020653,DEF010,RC005,1,Minor,0,1,31.51
DFT005707,INS020665,DEF006,RC001,6,Minor,0,6,189.06
DFT005708,INS020665,DEF011,RC010,2,Major,2,0,225.07
DFT005709,INS020668,DEF008,RC002,5,Minor,0,5,157.55
DFT005710,INS020669,DEF001,RC009,1,Minor,0,1,31.51
DFT005711,INS020670,DEF004,RC003,9,Major,5,4,720.21
DFT005712,INS020671,DEF012,RC002,5,Minor,0,5,157.55
DFT005713,INS020672,DEF004,RC003,1,Major,1,0,112.53
DFT005714,INS020677,DEF003,RC003,1,Minor,0,1,31.51
DFT005715,INS020679,DEF005,RC001,1,Critical,1,0,157.55
DFT005716,INS020679,DEF008,RC002,1,Minor,0,1,31.51
DFT005717,INS020683,DEF003,RC008,5,Minor,0,5,157.55
DFT005718,INS020691,DEF012,RC003,4,Major,1,3,230.69
DFT005719,INS020694,DEF011,RC004,1,Critical,1,0,157.55
DFT005720,INS020697,DEF007,RC006,1,Major,0,1,39.39
DFT005721,INS020699,DEF009,RC007,1,Major,0,1,39.39
DFT005722,INS020712,DEF002,RC003,1,Major,0,1,39.39
DFT005723,INS020730,DEF003,RC006,12,Minor,0,12,378.11
DFT005724,INS020742,DEF010,RC003,1,Minor,0,1,31.51
DFT005725,INS020742,DEF002,RC005,1,Minor,0,1,31.51
DFT005726,INS020745,DEF012,RC010,1,Major,1,0,112.53
DFT005727,INS020751,DEF010,RC007,1,Critical,1,0,157.55
DFT005728,INS020756,DEF003,RC002,1,Minor,0,1,31.51
DFT005729,INS020758,DEF007,RC001,5,Minor,0,5,157.55
DFT005730,INS020759,DEF012,RC009,1,Minor,0,1,31.51
DFT005731,INS020761,DEF001,RC009,1,Major,1,0,112.53
DFT005732,INS020761,DEF002,RC005,1,Major,0,1,39.39
DFT005733,INS020768,DEF010,RC006,2,Minor,0,2,63.02
DFT005734,INS020770,DEF007,RC001,1,Major,0,1,39.39
DFT005735,INS020776,DEF003,RC008,5,Minor,0,5,157.55
DFT005736,INS020780,DEF011,RC010,5,Major,2,3,343.23
DFT005737,INS020782,DEF001,RC008,2,Minor,1,1,121.54
DFT005738,INS020783,DEF003,RC010,1,Minor,0,1,31.51
DFT005739,INS020784,DEF011,RC008,2,Minor,0,2,63.02
DFT005740,INS020787,DEF011,RC009,3,Minor,0,3,94.53
DFT005741,INS020789,DEF010,RC006,2,Minor,0,2,63.02
DFT005742,INS020801,DEF005,RC008,5,Minor,0,5,157.55
DFT005743,INS020801,DEF002,RC008,5,Major,3,2,416.37
DFT005744,INS020805,DEF006,RC010,1,Minor,0,1,31.51
DFT005745,INS020809,DEF003,RC010,2,Critical,1,1,212.69
DFT005746,INS020810,DEF007,RC007,1,Major,1,0,112.53
DFT005747,INS020811,DEF004,RC005,3,Minor,0,3,94.53
DFT005748,INS020813,DEF009,RC010,1,Minor,0,1,31.51
DFT005749,INS020816,DEF007,RC003,8,Major,4,4,607.68
DFT005750,INS020826,DEF002,RC006,4,Critical,2,2,425.38
DFT005751,INS020830,DEF003,RC006,1,Minor,1,0,90.03
DFT005752,INS020833,DEF006,RC007,1,Minor,0,1,31.51
DFT005753,INS020836,DEF010,RC005,10,Minor,0,10,315.09
DFT005754,INS020842,DEF006,RC001,2,Major,0,2,78.77
DFT005755,INS020844,DEF012,RC004,6,Minor,0,6,189.06
DFT005756,INS020853,DEF009,RC005,1,Major,0,1,39.39
DFT005757,INS020855,DEF010,RC004,3,Major,1,2,191.31
DFT005758,INS020856,DEF012,RC002,1,Minor,0,1,31.51
DFT005759,INS020857,DEF010,RC005,3,Major,1,2,191.31
DFT005760,INS020857,DEF012,RC002,2,Major,2,0,225.07
DFT005761,INS020858,DEF005,RC001,9,Major,7,2,866.51
DFT005762,INS020858,DEF009,RC004,1,Major,0,1,39.39
DFT005763,INS020859,DEF011,RC008,2,Minor,0,2,63.02
DFT005764,INS020862,DEF005,RC001,1,Minor,0,1,31.51
DFT005765,INS020863,DEF003,RC004,1,Minor,0,1,31.51
DFT005766,INS020866,DEF011,RC009,1,Minor,0,1,31.51
DFT005767,INS020876,DEF011,RC010,1,Minor,0,1,31.51
DFT005768,INS020877,DEF006,RC008,2,Major,2,0,225.07
DFT005769,INS020880,DEF009,RC008,2,Critical,2,0,315.09
DFT005770,INS020882,DEF007,RC004,1,Minor,1,0,90.03
DFT005771,INS020884,DEF012,RC008,2,Minor,0,2,63.02
DFT005772,INS020887,DEF011,RC006,1,Minor,0,1,31.51
DFT005773,INS020888,DEF009,RC009,1,Minor,0,1,31.51
DFT005774,INS020890,DEF005,RC006,6,Minor,0,6,189.06
DFT005775,INS020890,DEF003,RC009,4,Minor,1,3,184.55
DFT005776,INS020896,DEF008,RC007,2,Major,2,0,225.07
DFT005777,INS020898,DEF003,RC009,2,Minor,0,2,63.02
DFT005778,INS020903,DEF008,RC002,1,Minor,0,1,31.51
DFT005779,INS020903,DEF004,RC002,1,Major,1,0,112.53
DFT005780,INS020908,DEF010,RC004,4,Minor,0,4,126.04
DFT005781,INS020911,DEF003,RC002,1,Minor,0,1,31.51
DFT005782,INS020914,DEF002,RC005,3,Minor,0,3,94.53
DFT005783,INS020914,DEF002,RC001,2,Minor,0,2,63.02
DFT005784,INS020917,DEF010,RC010,2,Critical,2,0,315.09
DFT005785,INS020919,DEF005,RC005,4,Minor,0,4,126.04
DFT005786,INS020921,DEF008,RC002,1,Major,1,0,112.53
DFT005787,INS020925,DEF004,RC005,2,Minor,0,2,63.02
DFT005788,INS020928,DEF001,RC002,1,Major,0,1,39.39
DFT005789,INS020932,DEF005,RC004,5,Minor,0,5,157.55
DFT005790,INS020932,DEF006,RC009,3,Major,3,0,337.6
DFT005791,INS020933,DEF012,RC009,5,Minor,0,5,157.55
DFT005792,INS020935,DEF007,RC001,2,Minor,0,2,63.02
DFT005793,INS020949,DEF010,RC005,1,Minor,1,0,90.03
DFT005794,INS020966,DEF003,RC008,1,Minor,0,1,31.51
DFT005795,INS020985,DEF004,RC002,3,Minor,0,3,94.53
DFT005796,INS020985,DEF010,RC006,5,Minor,0,5,157.55
DFT005797,INS021002,DEF005,RC008,1,Major,1,0,112.53
DFT005798,INS021004,DEF012,RC009,1,Major,1,0,112.53
DFT005799,INS021007,DEF008,RC008,1,Minor,0,1,31.51
DFT005800,INS021012,DEF007,RC006,1,Minor,0,1,31.51
DFT005801,INS021015,DEF012,RC003,1,Major,0,1,39.39
DFT005802,INS021016,DEF003,RC009,1,Minor,0,1,31.51
DFT005803,INS021019,DEF009,RC007,5,Minor,0,5,157.55
DFT005804,INS021023,DEF008,RC003,4,Minor,0,4,126.04
DFT005805,INS021032,DEF004,RC001,1,Major,1,0,112.53
DFT005806,INS021036,DEF007,RC010,1,Major,0,1,39.39
DFT005807,INS021043,DEF007,RC007,1,Major,1,0,112.53
DFT005808,INS021043,DEF004,RC002,2,Minor,0,2,63.02
DFT005809,INS021045,DEF006,RC009,1,Minor,1,0,90.03
DFT005810,INS021049,DEF009,RC005,1,Minor,0,1,31.51
DFT005811,INS021051,DEF002,RC001,1,Major,1,0,112.53
DFT005812,INS021055,DEF002,RC008,1,Minor,0,1,31.51
DFT005813,INS021056,DEF007,RC005,5,Minor,0,5,157.55
DFT005814,INS021057,DEF010,RC006,6,Major,6,0,675.2
DFT005815,INS021064,DEF011,RC006,5,Critical,3,2,582.92
DFT005816,INS021067,DEF004,RC008,5,Major,0,5,196.93
DFT005817,INS021073,DEF007,RC004,7,Minor,0,7,220.57
DFT005818,INS021077,DEF008,RC007,2,Minor,0,2,63.02
DFT005819,INS021087,DEF009,RC007,1,Minor,0,1,31.51
DFT005820,INS021094,DEF005,RC010,1,Minor,0,1,31.51
DFT005821,INS021103,DEF009,RC001,1,Minor,0,1,31.51
DFT005822,INS021109,DEF004,RC004,5,Minor,0,5,157.55
DFT005823,INS021110,DEF007,RC002,3,Major,0,3,118.16
DFT005824,INS021112,DEF002,RC004,10,Minor,0,10,315.09
DFT005825,INS021114,DEF005,RC005,2,Major,1,1,151.92
DFT005826,INS021114,DEF005,RC008,3,Minor,0,3,94.53
DFT005827,INS021115,DEF010,RC001,2,Minor,0,2,63.02
DFT005828,INS021115,DEF007,RC002,7,Major,4,3,568.29
DFT005829,INS021115,DEF008,RC010,1,Minor,0,1,31.51
DFT005830,INS021117,DEF010,RC010,2,Minor,0,2,63.02
DFT005831,INS021117,DEF004,RC009,1,Minor,0,1,31.51
DFT005832,INS021118,DEF008,RC004,1,Minor,1,0,90.03
DFT005833,INS021121,DEF007,RC002,1,Major,0,1,39.39
DFT005834,INS021129,DEF007,RC005,1,Major,0,1,39.39
DFT005835,INS021132,DEF007,RC010,2,Critical,2,0,315.09
DFT005836,INS021135,DEF010,RC008,1,Major,1,0,112.53
DFT005837,INS021135,DEF006,RC008,1,Minor,0,1,31.51
DFT005838,INS021136,DEF002,RC002,1,Minor,0,1,31.51
DFT005839,INS021142,DEF008,RC008,1,Minor,0,1,31.51
DFT005840,INS021143,DEF007,RC001,1,Minor,0,1,31.51
DFT005841,INS021144,DEF009,RC009,1,Major,0,1,39.39
DFT005842,INS021147,DEF009,RC006,5,Minor,0,5,157.55
DFT005843,INS021153,DEF008,RC010,1,Major,0,1,39.39
DFT005844,INS021155,DEF007,RC005,3,Major,0,3,118.16
DFT005845,INS021155,DEF003,RC007,1,Minor,0,1,31.51
DFT005846,INS021155,DEF008,RC007,1,Minor,0,1,31.51
DFT005847,INS021158,DEF012,RC006,2,Major,1,1,151.92
DFT005848,INS021165,DEF005,RC010,5,Critical,2,3,480.52
DFT005849,INS021171,DEF011,RC004,3,Major,2,1,264.45
DFT005850,INS021180,DEF011,RC001,1,Minor,0,1,31.51
DFT005851,INS021184,DEF008,RC003,1,Minor,0,1,31.51
DFT005852,INS021186,DEF009,RC010,4,Minor,0,4,126.04
DFT005853,INS021186,DEF010,RC005,1,Major,0,1,39.39
DFT005854,INS021190,DEF006,RC005,1,Major,1,0,112.53
DFT005855,INS021192,DEF006,RC004,5,Minor,0,5,157.55
DFT005856,INS021196,DEF007,RC010,1,Minor,0,1,31.51
DFT005857,INS021204,DEF010,RC007,1,Critical,1,0,157.55
DFT005858,INS021206,DEF005,RC001,1,Minor,0,1,31.51
DFT005859,INS021209,DEF005,RC002,2,Minor,0,2,63.02
DFT005860,INS021211,DEF012,RC005,1,Minor,0,1,31.51
DFT005861,INS021216,DEF003,RC007,2,Minor,0,2,63.02
DFT005862,INS021217,DEF010,RC007,4,Minor,0,4,126.04
DFT005863,INS021218,DEF005,RC007,3,Major,3,0,337.6
DFT005864,INS021220,DEF012,RC001,1,Minor,0,1,31.51
DFT005865,INS021220,DEF003,RC008,1,Major,1,0,112.53
DFT005866,INS021222,DEF006,RC010,2,Major,2,0,225.07
DFT005867,INS021223,DEF010,RC005,2,Minor,0,2,63.02
DFT005868,INS021223,DEF003,RC008,7,Minor,0,7,220.57
DFT005869,INS021223,DEF002,RC010,1,Minor,0,1,31.51
DFT005870,INS021225,DEF010,RC008,4,Minor,0,4,126.04
DFT005871,INS021228,DEF004,RC001,2,Minor,0,2,63.02
DFT005872,INS021233,DEF008,RC006,5,Major,3,2,416.37
DFT005873,INS021233,DEF009,RC010,2,Major,0,2,78.77
DFT005874,INS021234,DEF006,RC003,1,Minor,0,1,31.51
DFT005875,INS021242,DEF007,RC009,2,Minor,0,2,63.02
DFT005876,INS021247,DEF002,RC009,1,Critical,1,0,157.55
DFT005877,INS021250,DEF012,RC007,2,Major,2,0,225.07
DFT005878,INS021251,DEF004,RC008,8,Minor,0,8,252.07
DFT005879,INS021252,DEF005,RC002,7,Major,3,4,495.15
DFT005880,INS021260,DEF009,RC008,1,Minor,0,1,31.51
DFT005881,INS021266,DEF001,RC008,10,Minor,0,10,315.09
DFT005882,INS021268,DEF007,RC006,1,Major,1,0,112.53
DFT005883,INS021268,DEF005,RC001,4,Minor,0,4,126.04
DFT005884,INS021272,DEF009,RC005,2,Minor,0,2,63.02
DFT005885,INS021274,DEF001,RC004,1,Minor,0,1,31.51
DFT005886,INS021282,DEF007,RC006,5,Major,0,5,196.93
DFT005887,INS021295,DEF005,RC010,2,Minor,0,2,63.02
DFT005888,INS021295,DEF010,RC001,1,Minor,0,1,31.51
DFT005889,INS021297,DEF009,RC004,4,Major,2,2,303.84
DFT005890,INS021297,DEF004,RC002,1,Minor,0,1,31.51
DFT005891,INS021308,DEF009,RC005,3,Critical,1,2,267.83
DFT005892,INS021310,DEF011,RC010,6,Critical,4,2,740.47
DFT005893,INS021314,DEF003,RC001,1,Minor,0,1,31.51
DFT005894,INS021316,DEF012,RC006,5,Minor,0,5,157.55
DFT005895,INS021317,DEF012,RC006,1,Minor,0,1,31.51
DFT005896,INS021318,DEF003,RC010,1,Minor,0,1,31.51
DFT005897,INS021319,DEF003,RC004,1,Major,1,0,112.53
DFT005898,INS021321,DEF001,RC004,1,Minor,0,1,31.51
DFT005899,INS021326,DEF006,RC005,1,Major,1,0,112.53
DFT005900,INS021327,DEF003,RC001,2,Minor,1,1,121.54
DFT005901,INS021335,DEF004,RC002,5,Critical,4,1,685.33
DFT005902,INS021343,DEF005,RC003,1,Minor,0,1,31.51
DFT005903,INS021345,DEF001,RC007,1,Major,0,1,39.39
DFT005904,INS021348,DEF002,RC001,10,Minor,1,9,373.61
DFT005905,INS021350,DEF006,RC005,5,Minor,0,5,157.55
DFT005906,INS021354,DEF006,RC008,1,Minor,0,1,31.51
DFT005907,INS021355,DEF009,RC003,1,Major,1,0,112.53
DFT005908,INS021358,DEF006,RC004,1,Minor,0,1,31.51
DFT005909,INS021363,DEF003,RC004,5,Major,3,2,416.37
DFT005910,INS021364,DEF003,RC010,1,Major,0,1,39.39
DFT005911,INS021368,DEF003,RC006,1,Minor,0,1,31.51
DFT005912,INS021372,DEF009,RC002,6,Major,4,2,528.91
DFT005913,INS021372,DEF001,RC004,1,Critical,1,0,157.55
DFT005914,INS021373,DEF012,RC010,3,Major,2,1,264.45
DFT005915,INS021383,DEF008,RC007,1,Major,1,0,112.53
DFT005916,INS021386,DEF012,RC005,5,Minor,0,5,157.55
DFT005917,INS021387,DEF012,RC006,1,Minor,0,1,31.51
DFT005918,INS021390,DEF007,RC005,1,Minor,0,1,31.51
DFT005919,INS021391,DEF007,RC010,1,Minor,0,1,31.51
DFT005920,INS021396,DEF004,RC006,1,Minor,0,1,31.51
DFT005921,INS021400,DEF012,RC003,1,Minor,0,1,31.51
DFT005922,INS021402,DEF008,RC008,1,Minor,0,1,31.51
DFT005923,INS021405,DEF005,RC002,1,Minor,0,1,31.51
DFT005924,INS021407,DEF012,RC010,4,Minor,0,4,126.04
DFT005925,INS021407,DEF001,RC001,4,Minor,0,4,126.04
DFT005926,INS021408,DEF006,RC010,1,Minor,0,1,31.51
DFT005927,INS021412,DEF007,RC008,1,Major,0,1,39.39
DFT005928,INS021417,DEF003,RC004,1,Major,1,0,112.53
DFT005929,INS021420,DEF006,RC006,1,Minor,0,1,31.51
DFT005930,INS021432,DEF008,RC007,2,Minor,0,2,63.02
DFT005931,INS021435,DEF005,RC002,2,Major,0,2,78.77
DFT005932,INS021437,DEF011,RC008,1,Minor,0,1,31.51
DFT005933,INS021439,DEF006,RC002,2,Minor,0,2,63.02
DFT005934,INS021439,DEF011,RC001,1,Minor,1,0,90.03
DFT005935,INS021440,DEF004,RC005,1,Minor,1,0,90.03
DFT005936,INS021446,DEF006,RC007,6,Critical,6,0,945.28
DFT005937,INS021446,DEF009,RC004,4,Minor,1,3,184.55
DFT005938,INS021450,DEF012,RC007,4,Minor,0,4,126.04
DFT005939,INS021454,DEF006,RC001,3,Critical,3,0,472.64
DFT005940,INS021454,DEF010,RC002,1,Minor,0,1,31.51
DFT005941,INS021457,DEF004,RC002,4,Minor,0,4,126.04
